Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
44,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,387.686411,396.191913,8.505501999999979,3.3181000000000003,4.3276,1.0095,4.3276,4.4972,0.16959999999999995,aaa,aaa,1,,0,1,0,1,-70.0,[4.4972],[4.5147],[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
45,1,0.0,0,0,1,,,1.0,,,0,396.212211,405.551813,9.339601999999957,3.3206,5.3396,2.019,4.3301,5.3301,1.0,iaa,iaa,1,,0,0,1,1,70.0,[],[],[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
46,1,,1,0,0,,1.0,,1.0,,1,405.586611,414.467813,8.881201999999973,3.3206,4.3301,1.0094999999999996,4.3301,4.8729000000000005,0.5428000000000006,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[4.8729000000000005, 4.883, 4.8871, 4.888, 5.2425000000000015, 5.485, 5.6082, 5.7416, 5.8715, 6.7396]","[4.878, 4.885000000000002, 4.8875, 4.8902, 5.2557, 5.4924, 5.6312000000000015, 5.7629, 5.8923000000000005, 6.7588]",20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
47,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,414.483511,422.912713,8.429201999999975,3.3181000000000003,4.3276,1.0095,4.3276,4.4209000000000005,0.09330000000000016,aaa,aaa,1,,0,1,0,1,-70.0,"[4.4209000000000005, 4.5395, 4.6642, 4.787, 4.8971, 5.0079, 5.1264, 5.2496, 5.3835000000000015]","[4.4577, 4.567, 4.6872, 4.8132, 4.9288, 5.0482000000000005, 5.1610000000000005, 5.2721, 5.3907]",[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
48,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,422.92541100000005,431.366913,8.441502000000012,3.3181000000000003,4.3276,1.0095,4.3276,4.4332,0.10559999999999993,aaa,aaa,1,,0,1,0,1,-70.0,"[4.4332, 4.5662, 4.6894, 4.82, 4.9418000000000015, 5.0782, 5.1985, 5.311, 5.4471, 5.5892, 5.7345000000000015]","[4.4711, 4.5879, 4.718, 4.8486, 4.9711, 5.1125, 5.2250000000000005, 5.3530000000000015, 5.4849000000000006, 5.6227, 5.7383000000000015]",[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
49,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,431.379511,439.795513,8.416002000000049,3.3181000000000003,4.3276,1.0095,4.3276,4.4077,0.08009999999999984,aaa,aaa,1,,0,1,0,1,-70.0,"[4.4077, 4.5221, 4.6439, 4.7623000000000015, 4.876, 5.0086, 5.1452, 5.2642000000000015, 5.3799, 5.5143]","[4.4396, 4.5518, 4.67, 4.7837000000000005, 4.9048, 5.0307, 5.1802, 5.2995, 5.4238, 5.5405000000000015]",[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
50,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,439.82371100000006,448.275613,8.451902000000018,3.3181000000000003,4.3276,1.0095,4.3276,4.4436,0.11599999999999965,aaa,aaa,1,,0,1,0,1,-70.0,"[4.4436, 4.5822, 4.6941000000000015, 4.8135, 4.92, 5.0379000000000005, 5.1623, 5.2718, 5.4053, 5.8285, 5.9459, 6.1134]","[4.4907, 4.6057000000000015, 4.7245, 4.8467, 4.9522, 5.0748000000000015, 5.1979000000000015, 5.309, 5.416, 5.8299, 5.9832, 6.1392000000000015]",[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
51,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,448.292211,456.743813,8.451601999999982,3.3181000000000003,4.3276,1.0095,4.3276,4.4433,0.11569999999999947,aaa,aaa,1,,0,1,0,1,-70.0,"[4.4433, 4.5688, 4.6891, 4.817, 4.9279, 5.0404, 5.1509, 5.2704]","[4.4824, 4.5931000000000015, 4.7209, 4.8488000000000016, 4.9567000000000005, 5.0787, 5.1923, 5.2982000000000005]",[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
52,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,456.774911,465.179213,8.40430200000003,3.3181000000000003,4.3276,1.0095,4.3276,4.396,0.06839999999999957,aaa,aaa,1,,0,1,0,1,-70.0,"[4.396, 4.5113, 4.6297000000000015, 4.7546, 4.8755000000000015, 4.9841000000000015, 5.0976, 5.2245, 5.3624]","[4.4220000000000015, 4.5349, 4.6527, 4.7742, 4.9069, 5.0168, 5.1367, 5.2467000000000015, 5.3711]",[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
53,1,0.0,0,0,1,,,1.0,,,0,465.195511,474.535113,9.339602000000014,3.3206,5.3396,2.019,4.3301,5.3301,1.0,iaa,iaa,1,,0,0,1,1,70.0,[],[],[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
54,1,,1,0,0,,1.0,,1.0,,1,474.555511,483.507013,8.951501999999948,3.3206,4.3301,1.0094999999999996,4.3301,4.9432,0.6131000000000002,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[4.9432, 5.192, 5.3210000000000015, 5.4422000000000015, 5.5711, 5.7012]","[4.966, 5.2127, 5.3313000000000015, 5.4609000000000005, 5.5902, 5.7289]",20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
55,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,483.51711100000006,492.282113,8.765001999999981,3.3206,4.3301,1.0094999999999996,4.3301,4.7567,0.4266000000000005,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[4.7567, 4.8921, 5.138999999999999, 5.2823, 5.4083000000000006, 5.5403, 5.6805]","[4.7609, 4.904, 5.16, 5.2886000000000015, 5.4289000000000005, 5.5611000000000015, 5.6972000000000005]",20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
56,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,492.304411,500.727113,8.422701999999957,3.3181000000000003,4.3276,1.0095,4.3276,4.4144000000000005,0.08680000000000021,aaa,aaa,1,,0,1,0,1,-70.0,"[4.4144000000000005, 4.5264000000000015, 4.6494, 4.7707000000000015, 4.8996, 5.0204, 5.1461000000000015, 5.2918, 5.4381, 5.5628]","[4.4498000000000015, 4.5567, 4.6806, 4.793, 4.9267, 5.0526, 5.184, 5.3216, 5.4649, 5.5856]",[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
57,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,500.746011,511.188713,10.442701999999997,3.3206,4.4427,1.1221,4.3301,4.4332,0.1031000000000004,iaa,iaa,1,,0,0,1,1,70.0,"[4.4332, 4.573]","[4.4727000000000015, 4.6131]",[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
58,0,1.0,1,0,0,,1.0,0.0,0.0,1.0,1,511.20121100000006,519.631313,8.430101999999977,3.3181000000000003,4.3276,1.0095,4.3276,4.4218,0.09419999999999984,aaa,aaa,1,,0,1,0,1,-70.0,"[4.4218, 4.5583, 4.6939, 4.8191000000000015, 4.9501, 5.0758, 5.2025000000000015]","[4.4225, 4.6059, 4.7327, 4.8604, 4.9872000000000005, 5.1159, 5.2308]",[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
59,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,519.646911,530.132013,10.485101999999985,3.3206,4.4851,1.1645,4.3301,4.4756,0.14550000000000018,iaa,iaa,1,,0,0,1,1,70.0,"[4.4756, 4.6357]","[4.5266, 4.6859]",[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
60,1,0.0,0,0,1,,,0.0,,,0,530.157011,539.496613,9.339602000000014,3.3206,5.3396,2.019,4.3301,5.3301,1.0,iaa,iaa,1,,0,0,1,1,70.0,[],[],[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
61,0,,1,0,0,,1.0,,0.0,,1,539.511611,547.931813,8.420202000000018,3.3181000000000003,4.3276,1.0095,4.3276,4.4119,0.08429999999999982,aaa,aaa,1,,0,1,0,1,-70.0,"[4.4119, 4.5444, 4.6479, 4.761, 4.8768, 4.9974, 5.1263000000000005, 5.2536000000000005, 5.3781]","[4.4413, 4.5635, 4.6731, 4.7895, 4.9044, 5.0274, 5.1576, 5.2742, 5.3892000000000015]",[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
62,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,547.9444110000002,556.361913,8.417502000000013,3.3181000000000003,4.3276,1.0095,4.3276,4.4092,0.0815999999999999,aaa,aaa,1,,0,1,0,1,-70.0,"[4.4092, 4.5261000000000005, 4.6587000000000005, 4.7713, 4.8891, 5.0178, 5.1370000000000005, 5.2461, 5.3564, 5.4843, 5.6066]","[4.4461, 4.5596000000000005, 4.6786, 4.8027000000000015, 4.9211, 5.0495, 5.1708, 5.2780000000000005, 5.3933, 5.5150000000000015, 5.6336]",[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
63,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,556.384211,564.865313,8.481101999999964,3.3181000000000003,4.3276,1.0095,4.3276,4.4728,0.1452,aaa,aaa,1,,0,1,0,1,-70.0,"[4.4728, 4.6031, 4.7168, 4.8318, 4.9515, 5.07, 5.1819000000000015, 5.3171, 5.4369000000000005, 5.564500000000002, 5.6953000000000005, 5.8273, 5.9523]","[4.5120000000000005, 4.6248000000000005, 4.7513000000000005, 4.8657, 4.9869, 5.0985000000000005, 5.2274, 5.3585, 5.4669, 5.6034000000000015, 5.7363, 5.8664000000000005, 5.983700000000002]",[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
64,1,0.0,0,0,1,,,1.0,,,0,564.8769110000002,574.216513,9.339602000000014,3.3206,5.3396,2.019,4.3301,5.3301,1.0,iaa,iaa,1,,0,0,1,1,70.0,[],[],[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
65,1,,0,0,1,,,,,,0,574.229311,583.568914,9.339602999999896,3.3206,5.3396,2.019,4.3301,5.3301,1.0,iaa,iaa,1,,0,0,1,1,70.0,[],[],[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
66,1,,1,0,0,,1.0,,1.0,,1,583.5788110000002,592.615113,9.036301999999976,3.3206,4.3301,1.0094999999999996,4.3301,5.0280000000000005,0.6979000000000006,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[5.0280000000000005, 5.2938, 5.4140000000000015, 5.535900000000002, 5.665, 5.8016000000000005]","[5.0581000000000005, 5.312, 5.4354000000000005, 5.5538, 5.6958, 5.8256000000000006]",20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
67,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,592.645311,601.6736129999998,9.028302000000053,3.3206,4.3301,1.0094999999999996,4.3301,5.0200000000000005,0.6899000000000006,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[5.0200000000000005, 5.2816, 5.3995000000000015, 5.5239, 5.6567, 5.7788]","[5.035, 5.2923, 5.4234, 5.5485000000000015, 5.6798, 5.7993000000000015]",20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
68,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,601.693711,610.867113,9.17340200000001,3.3206,4.3301,1.0094999999999996,4.3301,5.165100000000002,0.8350000000000009,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[5.165100000000002, 5.4194, 5.7749000000000015, 5.901000000000002]","[5.1698, 5.4246, 5.7874, 5.9102000000000015]",20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
69,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,610.900111,619.376913,8.476801999999907,3.3181000000000003,4.3276,1.0095,4.3276,4.4685000000000015,0.14090000000000025,aaa,aaa,1,,0,1,0,1,-70.0,"[4.4685000000000015, 4.5969000000000015, 4.7302, 4.8414, 4.9611, 5.0755, 5.1948, 5.3147, 5.4456000000000016, 5.577999999999999]","[4.5017000000000005, 4.6214, 4.7451, 4.8687000000000005, 4.9911, 5.1112, 5.2282, 5.3484, 5.4799000000000015, 5.604]",[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
70,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,619.3959110000002,627.7447129999998,8.348802000000093,3.3181000000000003,4.3276,1.0095,4.3276,4.3405000000000005,0.012900000000000134,aaa,aaa,1,,0,1,0,1,-70.0,"[4.3405000000000005, 4.4579, 4.5771000000000015, 4.6985, 4.8207, 4.9364, 5.0542, 5.1930000000000005]","[4.373, 4.4883000000000015, 4.6085, 4.7338000000000005, 4.857, 4.9743, 5.0856, 5.2147000000000014]",[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
71,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,627.7600110000002,638.190413,10.430402000000072,3.3206,4.4304000000000014,1.1098000000000012,4.3301,4.4209000000000005,0.09080000000000066,iaa,iaa,1,,0,0,1,1,70.0,[4.4209000000000005],[4.4576],[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
72,1,0.0,1,0,0,,1.0,0.0,1.0,0.0,1,638.209611,647.4127129999998,9.203102000000058,3.3206,4.3301,1.0094999999999996,4.3301,5.1948,0.8647,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[5.1948, 5.2039, 5.4543, 5.5862, 5.711, 6.1309000000000005, 6.2709, 6.4155000000000015]","[5.199, 5.2129, 5.4752, 5.5992000000000015, 5.7280000000000015, 6.1466, 6.2966000000000015, 6.4329]",20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
73,1,1.0,0,0,1,,,1.0,,,0,647.429511,656.769113,9.3396019999999,3.3206,5.3396,2.019,4.3301,5.3301,1.0,iaa,iaa,1,,0,0,1,1,70.0,[],[],[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
74,1,,0,1,0,,0.0,,0.0,,1,656.7885110000002,667.244613,10.456101999999989,3.3206,4.4561,1.1355,4.3301,4.4466,0.11650000000000027,iaa,iaa,1,,0,0,1,1,70.0,[4.4466],[4.4981],[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
75,1,0.0,0,1,0,,0.0,0.0,0.0,1.0,1,667.261511,677.863313,10.601801999999909,3.3206,4.6018,1.2811999999999997,4.3301,4.5923,0.2622,iaa,iaa,1,,0,0,1,1,70.0,[4.5923],[4.6323],[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
76,1,0.0,0,0,1,,,0.0,,,0,677.882611,687.222213,9.339602000000014,3.3206,5.3396,2.019,4.3301,5.3301,1.0,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[5.5611000000000015, 5.7063000000000015]","[5.5709, 5.7131]",20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
77,1,,1,0,0,,1.0,,1.0,,1,687.241611,696.4358129999997,9.194202000000018,3.3206,4.3301,1.0094999999999996,4.3301,5.1859,0.8558000000000003,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[5.1859, 5.1947, 5.5745000000000005, 5.7182, 5.8637000000000015, 6.0252, 6.1656]","[5.1934000000000005, 5.2065, 5.5905000000000005, 5.7296000000000005, 5.877999999999999, 6.0403, 6.1774]",20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
78,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,696.456311,705.316213,8.85990199999992,3.3206,4.3301,1.0094999999999996,4.3301,4.8516,0.5215000000000005,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[4.8516, 4.8610000000000015, 4.9925000000000015, 5.1314, 5.2549, 5.3947, 5.5331, 5.6907000000000005, 5.8260000000000005]","[4.8573, 4.8653, 5.013999999999999, 5.1370000000000005, 5.276000000000002, 5.4209000000000005, 5.5656, 5.7191, 5.8603000000000005]",20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
79,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,705.335511,713.751713,8.416201999999998,3.3181000000000003,4.3276,1.0095,4.3276,4.4079000000000015,0.08030000000000026,aaa,aaa,1,,0,1,0,1,-70.0,"[4.4079000000000015, 4.5549, 4.6619, 4.7743, 4.8877000000000015, 5.0079, 5.1234, 5.2434, 5.5245000000000015]","[4.4518, 4.5691000000000015, 4.6885, 4.8058000000000005, 4.919300000000002, 5.0428000000000015, 5.1547, 5.2723, 5.5298]",[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
80,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,713.763111,722.890413,9.127301999999986,3.3206,4.3301,1.0094999999999996,4.3301,5.1190000000000015,0.7889000000000008,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[5.1190000000000015, 5.1318, 5.1346, 5.3729000000000005, 5.5068, 5.7658000000000005, 5.9124]","[5.13, 5.1345, 5.1353, 5.3898, 5.5221, 5.7828, 5.9313]",20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
81,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,722.991811,732.168913,9.17710199999999,3.3206,4.3301,1.0094999999999996,4.3301,5.1688,0.8387000000000002,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[5.1688, 5.3998, 5.7846, 5.9237, 6.0771000000000015]","[5.1708, 5.4181, 5.8044, 5.9405, 6.0879]",20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
82,1,1.0,0,1,0,,0.0,1.0,0.0,0.0,1,732.1943110000003,742.6668129999997,10.472502000000077,3.3206,4.4725,1.1519,4.3301,4.463,0.13290000000000024,iaa,iaa,1,,0,0,1,1,70.0,[4.463],[4.5074000000000005],"[5.2707000000000015, 5.4126]","[5.2957, 5.431]",20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
83,0,1.0,1,0,0,,1.0,0.0,0.0,1.0,1,742.677711,751.1347139999997,8.457002999999986,3.3181000000000003,4.3276,1.0095,4.3276,4.4487000000000005,0.1211000000000002,aaa,aaa,1,,0,1,0,1,-70.0,"[4.4487000000000005, 4.5843, 4.713, 4.8343, 4.9539, 5.0685, 5.1854000000000005]","[4.4892, 4.6173, 4.7419, 4.8704, 4.9891000000000005, 5.1042000000000005, 5.2194]",[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
84,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,751.1654110000003,759.535513,8.370102000000088,3.3181000000000003,4.3276,1.0095,4.3276,4.3618000000000015,0.03420000000000023,aaa,aaa,1,,0,1,0,1,-70.0,"[4.3618000000000015, 4.4878, 4.6014, 4.7191, 4.8389999999999995, 4.96, 5.0886000000000005]","[4.3989, 4.5249000000000015, 4.6314, 4.7514, 4.8666, 5.0015, 5.1158]",[],[],20,0.5,2.0,0.5,3,3,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220204-103703,2022-02-04,10:37:12.831125,12:05:59.164259
