Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,ILDRep,P,Drug
87,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,784.4999280000003,793.252118,8.75219000000004,3.3181000000000003,4.3276,1.0095,4.4776,4.7432,0.2656000000000001,aaa,aaa,1,,0,1,0,1,-70.0,"[4.7432, 4.7445, 4.86, 4.9779, 5.0987, 5.2154, 5.3466000000000005, 5.6296, 5.7637]","[4.7434, 4.7851, 4.9102000000000015, 5.0318000000000005, 5.1519, 5.2754, 5.4026000000000005, 5.6599, 5.7927]",[5.489],[5.5383],10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,70.0,0.25,
88,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,793.305428,803.933718,10.628289999999991,3.3206,4.3301,1.0094999999999996,4.4801,4.6188,0.13870000000000005,iaa,iaa,1,,0,0,1,1,70.0,"[4.6188, 4.7288000000000014, 4.8957000000000015]","[4.6504, 4.7801, 4.9167000000000005]","[4.9002, 5.018000000000002, 5.1737, 5.3871, 5.388, 5.3891, 5.3898]","[4.9057, 5.0831, 5.2331, 5.3872, 5.3883, 5.3895, 5.4519]",10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,-70.0,0.25,
89,0,1.0,1,0,0,,1.0,0.0,0.0,1.0,1,803.9646280000003,812.587818,8.623190000000022,3.3181000000000003,4.3276,1.0095,4.4776,4.6142,0.1366000000000005,aaa,aaa,1,,0,1,0,1,-70.0,"[4.6142, 4.7195, 4.824, 4.9438, 5.0579, 5.1775, 5.3074, 5.4474]","[4.6511000000000005, 4.7639000000000005, 4.8747, 4.9975000000000005, 5.1101, 5.231800000000002, 5.3629999999999995, 5.5006]",[],[],10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,70.0,0.25,
90,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,812.632728,821.3507179999997,8.717989999999986,3.3294,4.3389000000000015,1.0095000000000014,4.4889,4.7090000000000005,0.2201000000000004,cpu,cpu,1,,0,1,1,2,-4.0,"[4.7090000000000005, 4.8182, 4.9271, 5.0413000000000014, 5.1568000000000005, 5.2784, 5.4185]","[4.7567, 4.8679000000000014, 4.9784000000000015, 5.0999, 5.2148, 5.3377, 5.4695]",[5.4278],[5.4702],10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,4.0,0.25,
91,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,821.3785280000003,830.054618,8.676090000000045,3.3181000000000003,4.3276,1.0095,4.4776,4.6671000000000005,0.18950000000000067,aaa,aaa,1,,0,1,0,1,-70.0,"[4.6671000000000005, 4.6681, 4.7738000000000005, 4.8968, 5.0255, 5.1665, 5.3122, 5.4724]","[4.6673, 4.7010000000000005, 4.8241000000000005, 4.9563000000000015, 5.0818, 5.2261000000000015, 5.3687000000000005, 5.5263]",[],[],10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,70.0,0.25,
92,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,830.076828,838.711318,8.634490000000028,3.3206,4.3301,1.0094999999999996,4.4801,4.6247,0.14459999999999962,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[4.6247, 5.0738, 5.0757, 5.0766, 5.0776, 5.1937000000000015]","[4.6248000000000005, 5.0739, 5.0759, 5.0769, 5.0779000000000005, 5.1939]",10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,-70.0,0.25,
93,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,838.7743280000003,847.4752179999997,8.700890000000072,3.3241,4.3336000000000015,1.0095000000000014,4.4836,4.6911000000000005,0.20750000000000046,fgi,fgi,1,,0,1,1,2,2.0,[],[],"[4.6911000000000005, 4.7029000000000005, 4.7104, 4.7151000000000005, 4.7189000000000005, 4.7212000000000005, 4.7221, 5.042, 5.1640000000000015, 5.2461, 5.2572, 5.2608000000000015, 5.3986, 5.5262, 5.6578, 5.794300000000002, 5.9639000000000015, 6.2860000000000005, 6.287000000000001, 6.296, 6.2972, 6.2982000000000005, 6.3002, 6.3011, 6.3020000000000005]","[4.6913, 4.7088, 4.7149, 4.7157, 4.7211, 4.7216000000000005, 4.7225, 5.0702, 5.199, 5.2567, 5.2573, 5.3259, 5.4613000000000005, 5.5921, 5.7229, 5.8581, 5.9938, 6.2866, 6.2957, 6.2965, 6.2975, 6.2985000000000015, 6.3004000000000016, 6.3017, 6.3025]",10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,2.0,0.25,
94,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,847.5068279999997,856.228017,8.721188999999981,3.3206,4.3301,1.0094999999999996,4.4801,4.7114,0.2313000000000001,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[4.7114, 4.7219000000000015, 4.9627, 4.9635, 4.9645, 4.9654, 5.0966000000000005, 5.0974, 5.211600000000002, 5.3235, 5.4717, 5.6258, 5.6348, 5.6356, 5.6365, 5.6376, 5.6397, 5.6405]","[4.7117, 4.756, 4.9631, 4.9642, 4.9652, 5.0026, 5.0972, 5.122000000000001, 5.2546, 5.3841, 5.5201, 5.6259000000000015, 5.6349, 5.6361, 5.636900000000002, 5.638, 5.6401, 5.6764]",10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,70.0,0.25,
95,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,856.247127,864.968117,8.720990000000029,3.3206,4.3301,1.0094999999999996,4.4801,4.7112,0.23109999999999964,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[4.7112, 4.7224, 4.7341000000000015, 4.8514, 4.8522, 4.9732, 4.9739, 5.0032000000000005, 5.0925, 5.0933, 5.0942, 5.1271, 5.2452000000000005, 5.3083, 5.3232, 5.3372, 5.3454000000000015, 5.7193000000000005, 5.7200000000000015, 6.6442000000000005]","[4.7113000000000005, 4.734, 4.7347, 4.8517, 4.8677, 4.9738000000000016, 5.0029, 5.0037, 5.0926, 5.0938, 5.127000000000002, 5.1276, 5.2773, 5.3127, 5.3369, 5.3376, 5.4097, 5.7198, 5.7335, 6.6624]",10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,70.0,0.25,
96,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,864.976227,873.618217,8.641989999999964,3.3181000000000003,4.3276,1.0095,4.4776,4.633,0.1554000000000002,aaa,aaa,1,,0,1,0,1,-70.0,"[4.633, 4.6343000000000005, 4.7339, 4.8451, 4.9638, 5.0883, 5.2243, 5.3679000000000014, 5.5024000000000015, 5.6664, 5.8052, 5.9415, 6.1208]","[4.6332, 4.67, 4.7808, 4.8981, 5.0182, 5.149100000000002, 5.2908, 5.4312000000000005, 5.5623000000000005, 5.7281, 5.8671000000000015, 6.0087, 6.1497]",[],[],10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,-70.0,0.25,
97,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,873.6431269999997,882.293917,8.650789999999915,3.3247,4.3342,1.0095,4.4842,4.6418,0.15759999999999952,cfo,cfo,1,,0,1,1,2,-4.0,"[4.6418, 4.6433, 4.753, 4.8614000000000015, 4.9855, 5.1128, 5.2424, 5.4001]","[4.6419999999999995, 4.6838000000000015, 4.8005, 4.9142, 5.0471, 5.1717, 5.3001000000000005, 5.4333]",[],[],10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,4.0,0.25,
98,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,882.307427,890.955417,8.64799000000005,3.3181000000000003,4.3276,1.0095,4.4776,4.638999999999999,0.16140000000000046,aaa,aaa,1,,0,1,0,1,-70.0,"[4.638999999999999, 4.6413, 4.7407, 4.8487, 4.9561, 5.0707, 5.2054, 5.337999999999999]","[4.6391, 4.6727, 4.7885, 4.8979, 5.0120000000000005, 5.1323, 5.2659, 5.3977]",[],[],10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,70.0,0.25,
99,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,890.9660269999997,899.595717,8.629689999999982,3.3181000000000003,4.3276,1.0095,4.4776,4.6207,0.14310000000000045,aaa,aaa,1,,0,1,0,1,-70.0,"[4.6207, 4.6218, 4.7167, 4.8226, 4.9300000000000015, 5.0477, 5.1706, 5.3191000000000015]","[4.6209, 4.6463, 4.7614, 4.872, 4.9847, 5.1016, 5.2268, 5.358700000000002]",[5.3262],[5.3531],10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,70.0,0.25,
100,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,899.621227,908.372317,8.751089999999976,3.3206,4.3301,1.0094999999999996,4.4801,4.7413,0.26119999999999965,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[4.7413, 4.8193, 4.82, 4.8221, 4.831, 4.8444, 4.8453, 4.8483, 4.8513, 4.852, 5.0772, 5.1981, 5.1991000000000005, 5.2002000000000015, 5.2011, 5.202000000000001, 5.205, 5.2113000000000005, 5.3071, 5.3081000000000005, 5.3088000000000015, 5.4001, 5.5602, 5.5613, 5.562200000000002, 5.5629, 5.567, 5.7192, 5.7201]","[4.7414000000000005, 4.8198, 4.8216, 4.8308, 4.8316, 4.8445, 4.8455, 4.8486, 4.8516, 4.8605, 5.0935000000000015, 5.1989, 5.1995000000000005, 5.2006000000000006, 5.2019, 5.2048000000000005, 5.2107, 5.2114, 5.3077000000000005, 5.3087, 5.3326, 5.4565, 5.5606, 5.5614, 5.5628, 5.5669, 5.5957, 5.719600000000002, 5.7296000000000005]",10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,-70.0,0.25,
101,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,908.392527,917.138317,8.745790000000056,3.3206,4.3301,1.0094999999999996,4.4801,4.7360000000000015,0.2559000000000005,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[4.7360000000000015, 5.3169, 5.3179, 5.3187000000000015, 5.3197, 5.3207, 5.327000000000001, 5.3281, 5.3290000000000015, 5.33, 5.4349, 5.4359, 5.4367, 5.4620000000000015, 5.5708, 5.6989, 5.856, 5.8569, 5.9821, 5.9828, 5.9838000000000005, 5.9847, 5.9931, 5.995, 5.9958, 5.9977, 6.003900000000002, 6.1459, 6.146800000000002, 6.1508, 6.3081000000000005, 6.3088000000000015]","[4.7361, 5.3173, 5.3185, 5.3193, 5.3206000000000016, 5.3255, 5.3272, 5.3282, 5.3292, 5.3303, 5.435300000000002, 5.4364, 5.4613000000000005, 5.4621, 5.6042000000000005, 5.7214, 5.8562, 5.8756, 5.9822000000000015, 5.9834000000000005, 5.9845000000000015, 5.9923, 5.9932, 5.9953, 5.997400000000002, 6.0034, 6.0042, 6.1463, 6.1505, 6.1512, 6.3083, 6.316400000000002]",10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,70.0,0.25,
102,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,917.1455269999999,925.780217,8.634689999999978,3.3206,4.3301,1.0094999999999996,4.4801,4.6249,0.14480000000000004,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[4.6249, 4.6354000000000015, 4.6407, 4.6418, 4.8450000000000015, 4.8457, 4.947, 4.9479000000000015, 4.9487000000000005, 5.0790000000000015, 5.0799, 5.199, 5.1998000000000015, 5.2248, 5.3290000000000015, 5.3298000000000005, 5.4287, 5.5606, 5.5667, 5.5688, 5.5698, 5.5718000000000005, 5.7078000000000015, 5.7418000000000005, 6.0307]","[4.625, 4.6405, 4.6413, 4.6484000000000005, 4.8453, 4.8621, 4.9473, 4.9483000000000015, 4.9792000000000005, 5.0792, 5.1023000000000005, 5.1993, 5.2246000000000015, 5.2251, 5.3293, 5.3535, 5.4834000000000005, 5.5666, 5.5684000000000005, 5.5694, 5.5703000000000005, 5.6135, 5.7415, 5.7424, 6.0391]",10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,70.0,0.25,
103,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,925.806327,934.433917,8.627589999999941,3.3181000000000003,4.3276,1.0095,4.4776,4.6186,0.141,aaa,aaa,1,,0,1,0,1,-70.0,"[4.6186, 4.6922000000000015, 4.6972000000000005, 4.7031, 4.8059, 4.9220000000000015, 5.0406, 5.1672, 5.2897, 5.4149, 5.5454, 5.6742, 5.7984, 5.9539, 6.1047, 6.2421000000000015]","[4.6434000000000015, 4.6966, 4.7013, 4.7433000000000005, 4.8587, 4.9752, 5.0972, 5.2236, 5.3479, 5.4747, 5.606, 5.7281, 5.8691, 6.013, 6.1433, 6.2872]",[],[],10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,-70.0,0.25,
104,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,934.5548269999999,943.207717,8.652889999999957,3.3181000000000003,4.3276,1.0095,4.4776,4.6439,0.16630000000000056,aaa,aaa,1,,0,1,0,1,-70.0,"[4.6439, 4.6447, 4.7496, 4.8531, 4.9814, 5.1032, 5.2355, 5.3865]","[4.6441, 4.6779, 4.7908, 4.9045000000000005, 5.0348000000000015, 5.1615, 5.2914, 5.4254000000000016]",[5.4006],[5.4261],10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,70.0,0.25,
105,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,943.223627,951.925417,8.701790000000074,3.3206,4.3301,1.0094999999999996,4.4801,4.692,0.2119,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[4.692, 4.7026, 4.7118, 4.7149, 4.7162000000000015, 4.7186, 4.8419, 4.8426, 4.9140000000000015, 4.9149, 4.9157, 4.9509, 4.9518, 4.9528, 4.9538, 4.9547, 4.9558, 5.1748, 5.2868, 5.3839000000000015, 5.5178, 5.6577, 5.7829999999999995, 5.7837000000000005, 5.7857, 5.7864, 5.907, 5.9077, 6.015700000000002, 6.1637, 6.192, 6.3087, 6.3106, 6.3117, 6.3126000000000015, 6.3156, 6.3166, 6.3177]","[4.6921, 4.7116, 4.7135, 4.7153, 4.7172, 4.726, 4.8422, 4.8472, 4.9142, 4.9151, 4.9162, 4.9514000000000005, 4.9521000000000015, 4.9532, 4.9543, 4.9553, 4.956, 5.1894, 5.3141, 5.435300000000002, 5.569, 5.6932, 5.7832, 5.7853, 5.7863000000000016, 5.8192, 5.907100000000002, 5.9439, 6.0741000000000005, 6.1892000000000005, 6.1921, 6.3105, 6.3113, 6.3124, 6.3154, 6.3165, 6.3173, 6.3181]",10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,-70.0,0.25,
106,0,0.0,0,1,0,,0.0,1.0,1.0,1.0,1,951.959127,962.598117,10.638990000000037,3.3249,4.3344000000000005,1.0095000000000005,4.4844,4.6295,0.14510000000000026,bmj,bmj,1,,0,1,1,2,-8.0,[4.857],[4.8726],"[4.6295, 4.6301000000000005, 4.6312000000000015, 4.6321, 4.7113000000000005, 4.8245000000000005, 4.8251, 4.831, 4.8314, 4.832, 4.8324, 4.833, 4.8334, 4.8340000000000005, 4.8342, 4.8352, 4.8361, 4.8371, 4.8743, 4.8809000000000005, 4.8819, 4.8821, 4.8831000000000016, 4.8841, 4.8851, 4.8861, 4.8974, 4.8995000000000015, 4.8997, 4.9004, 4.9007000000000005, 4.9017, 5.0192000000000005, 5.0205, 5.0211000000000015, 5.0213, 5.0411, 5.0444, 5.1327, 5.1332, 5.2789, 5.3455, 5.3463, 5.3473000000000015, 5.3481000000000005, 5.3489, 5.4012, 5.4343, 5.6273, 5.7874, 6.1403, 6.297700000000002]","[4.6296, 4.6307, 4.6319, 4.6406, 4.7516, 4.8247, 4.8308, 4.8311, 4.8317000000000005, 4.8321000000000005, 4.8326, 4.8331, 4.8339, 4.8341, 4.8348, 4.836, 4.8370000000000015, 4.8477000000000015, 4.8808, 4.8818, 4.8820000000000014, 4.8828000000000005, 4.8838, 4.8848, 4.8858000000000015, 4.8969000000000005, 4.8976000000000015, 4.8996, 4.8998, 4.9006, 4.9008, 4.9018000000000015, 5.0193, 5.0207000000000015, 5.0212, 5.041, 5.0438, 5.0445, 5.1328000000000005, 5.1966, 5.2838, 5.3456, 5.3468, 5.3478, 5.3488000000000016, 5.3626000000000005, 5.4266000000000005, 5.5047000000000015, 5.6456, 5.8266, 6.1697000000000015, 6.3149000000000015]",10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,-8.0,0.25,
107,0,0.0,1,0,0,,1.0,0.0,0.0,0.0,1,962.6115269999999,971.288217,8.676690000000008,3.3181000000000003,4.3276,1.0095,4.4776,4.6677,0.19010000000000016,aaa,aaa,1,,0,1,0,1,-70.0,"[4.6677, 4.6692, 4.7599, 4.8621, 4.9753, 5.1045, 5.223, 5.3477000000000015, 5.4754000000000005, 5.6065000000000005, 5.749700000000002]","[4.6679, 4.7009, 4.8055, 4.9119, 5.0292, 5.1564000000000005, 5.2804, 5.4074, 5.5346, 5.6607, 5.7851]",[],[],10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,-70.0,0.25,
108,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,971.305627,979.960717,8.655090000000088,3.3219000000000003,4.3314,1.0095,4.4814,4.6461000000000015,0.16470000000000073,bcj,bcj,1,,0,1,1,2,-8.0,"[4.6461000000000015, 4.6481, 4.7376000000000005, 4.8437, 4.9575000000000005, 5.1001, 5.2534]","[4.6463, 4.6752, 4.7827, 4.8945, 5.0183, 5.1546, 5.2996]",[5.2769],[5.2994],10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,8.0,0.25,
109,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,979.9796269999999,988.615317,8.635689999999954,3.3181000000000003,4.3276,1.0095,4.4776,4.6267000000000005,0.14910000000000068,aaa,aaa,1,,0,1,0,1,-70.0,"[4.6267000000000005, 4.6275, 4.7235000000000005, 4.8248000000000015, 4.9352, 5.0574, 5.1805, 5.4761000000000015]","[4.6269, 4.654, 4.7669999999999995, 4.875, 4.9936, 5.1143, 5.2440000000000015, 5.5121]",[],[],10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,70.0,0.25,
110,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,988.650627,999.297217,10.64659000000006,3.3206,4.3301,1.0094999999999996,4.4801,4.6371,0.15700000000000006,iaa,iaa,1,,0,0,1,1,70.0,"[4.6371, 4.7339, 4.8624]","[4.6655000000000015, 4.7801, 4.9162]","[5.0354, 5.1876000000000015, 5.8308, 6.1656]","[5.0784, 5.2384, 5.8403, 6.1844]",10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,-70.0,0.25,
111,0,1.0,0,1,0,,0.0,0.0,1.0,0.0,1,999.331927,1009.968117,10.636190000000058,3.3236000000000003,4.3331,1.0094999999999996,4.4831,4.6267000000000005,0.14360000000000014,ehh,ehh,1,,0,1,1,2,0.0,[],[],"[4.6267000000000005, 4.7363, 4.9149, 4.9156, 4.9165, 4.9174000000000015, 4.918, 4.9182000000000015, 4.9507, 5.2006000000000006, 5.2008, 5.2317, 5.2894000000000005, 5.6066, 5.6608, 5.6634, 5.6643, 5.6653, 5.6665, 5.6704, 5.9767, 6.1973, 6.3599000000000006, 6.5061, 6.6526000000000005, 6.8134000000000015]","[4.6292, 4.784, 4.915, 4.916, 4.917, 4.9179, 4.9181, 4.95, 4.9508, 5.2007, 5.2117, 5.2893, 5.2898000000000005, 5.6607, 5.6631, 5.6641, 5.665100000000002, 5.6659000000000015, 5.6669, 5.6899000000000015, 6.030200000000002, 6.2159, 6.3756, 6.5242, 6.6812000000000005, 6.8379]",10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,0.0,0.25,
112,0,0.0,1,0,0,,1.0,0.0,0.0,0.0,1,1009.975927,1018.669717,8.693790000000035,3.3219000000000003,4.3314,1.0095,4.4814,4.6848,0.20340000000000025,bcj,bcj,1,,0,1,1,2,-8.0,"[4.6848, 4.6854000000000005, 4.7951000000000015, 4.9029, 5.0157, 5.1396000000000015, 5.2669000000000015, 5.3962, 5.5614]","[4.6850000000000005, 4.7243, 4.8369, 4.9523, 5.0701, 5.1949000000000005, 5.3241000000000005, 5.452000000000001, 5.5795]",[],[],10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,-8.0,0.25,
113,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,1018.695027,1027.405317,8.710289999999986,3.3206,4.3301,1.0094999999999996,4.4801,4.7005,0.2203999999999997,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[4.7005, 4.7112, 4.9504, 4.9512, 5.0845, 5.0853, 5.0974, 5.2034, 5.2043, 5.2052000000000005, 5.2063000000000015, 5.3204, 5.3212, 5.4095, 5.4114, 5.4136000000000015, 5.4186000000000005, 5.419300000000002, 5.5476, 5.6936, 5.7174000000000005, 5.7186, 5.8376, 5.8381]","[4.7006000000000006, 4.7399, 4.9509, 4.9670000000000005, 5.0849, 5.0969000000000015, 5.0977000000000015, 5.2038, 5.2051, 5.2059000000000015, 5.2119, 5.3207, 5.3379, 5.4097, 5.4118, 5.4137, 5.4187, 5.4638, 5.592700000000002, 5.7169, 5.7178, 5.7188, 5.8377, 5.856]",10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,-70.0,0.25,
114,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,1027.420227,1036.046817,8.626589999999851,3.3264,4.3359000000000005,1.0095000000000005,4.4859,4.6176,0.13170000000000034,deu,deu,1,,0,1,1,2,-2.0,"[4.6176, 4.7197000000000005, 4.8203000000000005, 4.9346000000000005, 5.0505, 5.1637, 5.2893, 5.4172, 5.542999999999999, 5.6722, 5.8112, 5.975300000000002]","[4.6544, 4.7626, 4.8704, 4.9897, 5.1046000000000005, 5.221, 5.3431000000000015, 5.4699, 5.6033, 5.7358, 5.8702000000000005, 6.0117]",[],[],10,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220302-103135,2022-03-02,10:31:45.307079,11:32:29.967757,-2.0,0.25,
