Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,P,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,RespWin,ITI,WarmUp,RecoveryMode,Drug
160,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,1438.12973,1446.93382,8.80408999999986,3.3181000000000003,4.3276,1.0095,4.4776,4.7931,0.3155000000000001,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.7931, 4.9152000000000005, 5.0359, 5.155200000000002, 5.2940000000000005]","[4.8302000000000005, 4.9533000000000005, 5.0793, 5.2017000000000015, 5.344600000000002]",[6.1121],[6.121],10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
161,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,1446.9528300000006,1455.69542,8.742590000000064,3.3181000000000003,4.3276,1.0095,4.4776,4.7316,0.25400000000000045,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.7316, 4.8436, 4.9639000000000015, 5.0907, 5.2348, 5.381, 5.5402000000000005, 5.7041, 6.5600000000000005]","[4.7653, 4.8873000000000015, 5.0101, 5.1441, 5.2921000000000005, 5.4402, 5.601, 5.7644, 6.6269]",[6.4124],[6.441000000000002],10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
162,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,1455.7028300000006,1464.31542,8.612589999999955,3.3206,4.3301,1.0094999999999996,4.4801,4.6026,0.1224999999999996,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.6026, 4.6036, 4.7166000000000015, 4.8361, 4.9592, 5.0972, 5.247800000000002, 5.3943, 5.5544]","[4.6028, 4.6450000000000005, 4.7582, 4.8863, 5.0183, 5.1636000000000015, 5.3198, 5.4609000000000005, 5.6376]",10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
163,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,1464.32273,1473.09122,8.768489999999929,3.3181000000000003,4.3276,1.0095,4.4776,4.7575,0.2799000000000005,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.7575, 4.8762, 4.9994000000000005, 5.1338, 5.2633, 5.3957000000000015, 5.5489999999999995, 5.7008, 5.8623, 6.6799]","[4.7962, 4.9212, 5.0483, 5.1814, 5.3112, 5.4485, 5.6041, 5.7562000000000015, 5.9248, 6.7438]",[],[],10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
164,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,1473.1015300000001,1481.72992,8.628390000000081,3.3206,4.3301,1.0094999999999996,4.4801,4.6184,0.1383000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.6184, 4.6192, 4.7348, 4.8614000000000015, 4.9917, 5.1332, 5.2798, 5.4418000000000015, 5.997999999999999]","[4.6186, 4.6667000000000005, 4.7859, 4.9163000000000014, 5.0550000000000015, 5.1995000000000005, 5.3646, 5.513800000000002, 6.0732]",10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
165,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,1481.75043,1490.3635199999999,8.613090000000057,3.3206,4.3301,1.0094999999999996,4.4801,4.6031,0.12300000000000022,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.6031, 4.7238000000000016, 4.8405000000000005, 4.9758, 5.1169, 5.2691, 5.4252, 5.5928, 5.7669000000000015, 5.9305, 6.107, 6.2724, 6.4571000000000005]","[4.6492, 4.7716, 4.8989, 5.0423, 5.1897, 5.3420000000000005, 5.502999999999999, 5.6746, 5.8502, 6.0153, 6.1766000000000005, 6.3642, 6.5392]",10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
166,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,1490.37203,1499.0204199999994,8.648390000000061,3.3252,4.3347,1.0094999999999996,4.4847,4.6384,0.15369999999999973,fas,fas,1,,0,1,1,2,2.0,2.0,[],[],"[4.6384, 4.6396000000000015, 4.7745000000000015, 4.8901, 5.0251, 5.1648000000000005, 5.3127]","[4.6386, 4.6952, 4.8203000000000005, 4.9473, 5.0889000000000015, 5.2317, 5.3813]",10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
167,0,0.0,0,1,0,0.0,0.0,1.0,1.0,1.0,1,1499.03493,1509.7015199999994,10.666590000000044,3.3181000000000003,4.3276,1.0095,4.4776,4.6571,0.1795,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],"[4.6571, 4.8023]","[4.7139000000000015, 4.8685]",10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
168,0,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,1,1509.7219300000006,1518.4595199999999,8.737590000000182,3.3222,4.3317000000000005,1.0095000000000005,4.4817,4.7266,0.24490000000000034,cid,cid,1,,0,1,1,2,-4.0,-4.0,"[4.7266, 4.8457, 4.9735000000000005, 5.0951, 5.2256, 5.355]","[4.7688000000000015, 4.8819, 5.0087, 5.1425, 5.2731, 5.4064000000000005]",[5.917000000000002],[5.9339],10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
169,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,1518.46723,1527.0702199999994,8.602990000000089,3.3206,4.3301,1.0094999999999996,4.4801,4.593,0.11289999999999978,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.593, 4.5941, 4.7059000000000015, 4.8167, 4.936, 5.0749, 5.2134, 5.3642, 5.526000000000002]","[4.5932, 4.6399, 4.7410000000000005, 4.862, 4.9929000000000014, 5.1374, 5.2851, 5.4362, 5.6018]",10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
170,0,0.0,0,1,0,0.0,0.0,1.0,1.0,1.0,1,1527.08273,1537.68752,10.604789999999868,3.3242000000000003,4.3337,1.0095,4.4837,4.5953,0.11160000000000014,bat,bat,1,,0,1,0,1,-8.0,-8.0,[],[],"[4.5953, 4.7228]","[4.6485, 4.7856000000000005]",10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
171,1,1.0,1,0,0,0.0,1.0,0.0,1.0,1.0,1,1537.70603,1546.27562,8.569589999999835,3.3206,4.3301,1.0094999999999996,4.4801,4.5596000000000005,0.07950000000000035,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.5596000000000005, 4.676, 4.7888, 4.9126, 5.0524, 5.1861000000000015]","[4.6045, 4.7159, 4.8406, 4.9707, 5.112, 5.2505000000000015]",10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
172,0,0.0,0,1,0,0.0,0.0,1.0,1.0,1.0,1,1546.28423,1556.96532,10.68109000000004,3.3328,4.3423,1.0094999999999996,4.4923,4.6716000000000015,0.17930000000000046,evx,evx,1,,0,1,1,2,0.0,-0.0,[],[],"[4.6716000000000015, 4.8295]","[4.7326000000000015, 4.8936]",10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
173,0,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,1,1556.9755300000006,1565.7051199999999,8.729590000000144,3.3181000000000003,4.3276,1.0095,4.4776,4.7186,0.2410000000000005,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.7186, 4.8282, 4.9406, 5.0646, 5.1961, 5.3229999999999995, 5.4588, 5.604, 5.7508]","[4.7436, 4.8632, 4.9796000000000005, 5.1073, 5.2411, 5.3698000000000015, 5.5086, 5.6536, 5.8085]",[],[],10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
174,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,1565.74303,1574.4451199999999,8.702089999999998,3.3306,4.3401000000000005,1.0095000000000005,4.4901,4.6911000000000005,0.2010000000000005,cyp,cyp,1,,0,1,1,2,-4.0,4.0,"[4.6911000000000005, 4.8087, 4.9253, 5.0451000000000015, 5.1748, 5.3013]","[4.7282, 4.8466000000000005, 4.9653, 5.0894, 5.216, 5.3431000000000015]",[6.2421000000000015],[6.2635000000000005],10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
175,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,1574.45313,1583.0113199999994,8.558189999999968,3.3206,4.3301,1.0094999999999996,4.4801,4.5482000000000005,0.06810000000000027,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.5482000000000005, 4.6462, 4.7653, 4.8829, 5.0134, 5.1567, 5.3004000000000016, 5.4591, 5.7411]","[4.5761, 4.6899000000000015, 4.8097, 4.9374, 5.0759, 5.2212000000000005, 5.3769, 5.5256, 5.8106]",10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
176,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,1583.0318300000001,1591.7205199999999,8.688690000000179,3.3264,4.3359000000000005,1.0095000000000005,4.4859,4.6777000000000015,0.19180000000000064,diq,diq,1,,0,1,1,2,-2.0,-2.0,"[4.6777000000000015, 4.7939, 4.9115, 5.0387, 5.1627, 5.3062000000000005, 5.4502000000000015, 5.5968, 5.7501000000000015, 5.8980000000000015, 6.0868, 6.2397]","[4.7167, 4.8307, 4.9573, 5.0819, 5.2104, 5.3556, 5.504, 5.6498, 5.8068, 5.9595, 6.1141000000000005, 6.279800000000002]",[6.0714000000000015],[6.081],10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
177,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,1591.72903,1600.33942,8.610390000000052,3.3206,4.3301,1.0094999999999996,4.4801,4.6004000000000005,0.1203000000000003,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.6004000000000005, 4.601, 4.7154, 4.8309000000000015, 4.9575000000000005, 5.1042000000000005, 5.2588, 5.4144000000000005, 5.5748000000000015, 5.7588, 5.9291]","[4.6006, 4.6457000000000015, 4.7588, 4.8823, 5.0252, 5.1742, 5.3251, 5.4829, 5.6452, 5.851, 6.0034]",10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
178,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,1600.34663,1608.9233199999999,8.576690000000099,3.3206,4.3301,1.0094999999999996,4.4801,4.5667,0.08659999999999979,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.5667, 4.6783, 4.7972, 4.9326, 5.0855000000000015, 5.2363, 5.396, 5.558, 5.7243, 5.8848, 6.0527000000000015, 6.2221]","[4.6021, 4.729, 4.854, 5.0038, 5.1577, 5.3137, 5.4625, 5.6408000000000005, 5.7938, 5.968999999999999, 6.1316000000000015, 6.2915]",10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
179,1,1.0,0,1,0,0.0,0.0,1.0,0.0,0.0,1,1608.93093,1619.83122,10.900290000000037,3.3334,4.3429,1.0095,4.4929000000000014,4.8908000000000005,0.3978999999999999,fvy,fvy,1,,0,1,1,2,2.0,2.0,[4.8908000000000005],[4.9479000000000015],[],[],10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
180,1,0.0,1,0,0,0.0,1.0,0.0,1.0,0.0,1,1619.8388300000001,1628.4796199999994,8.640790000000152,3.33,4.3395,1.0095,4.4895000000000005,4.6308,0.14129999999999932,hxj,hxj,1,,0,0,1,1,8.0,-8.0,[],[],"[4.6308, 4.6312000000000015, 4.7568, 4.8742, 5.003, 5.1509, 5.3135]","[4.6311, 4.6866, 4.7981, 4.9286, 5.0752000000000015, 5.2214, 5.3874]",10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
181,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,1628.49253,1637.1681199999994,8.675590000000057,3.3333000000000004,4.3428,1.0095,4.4928,4.6646,0.17180000000000015,byz,byz,1,,0,1,0,1,-8.0,-8.0,"[4.6646, 4.7793, 4.9093, 5.0363000000000016, 5.176]","[4.6924, 4.8283000000000005, 4.9546, 5.0859000000000005, 5.2297]",[],[],10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
182,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,1637.1783300000006,1645.84342,8.665089999999964,3.3206,4.3301,1.0094999999999996,4.4801,4.6551,0.17499999999999982,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.6551, 4.7873, 4.9041000000000015, 5.0339, 5.1759, 5.3299, 5.477600000000002, 5.6307, 5.785, 5.9578000000000015, 6.1243, 6.2993000000000015, 6.4743]","[4.7139000000000015, 4.8316, 4.9575000000000005, 5.1019000000000005, 5.2423, 5.3993, 5.5452, 5.7065, 5.8565000000000005, 6.034000000000002, 6.2022, 6.372400000000002, 6.5529]",10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
183,0,0.0,0,1,0,0.0,0.0,1.0,1.0,1.0,1,1645.8805300000001,1656.4832199999994,10.602690000000166,3.3257000000000003,4.3352,1.0095,4.4852,4.5932,0.10800000000000054,dwa,dwa,1,,0,1,1,2,-2.0,-2.0,[],[],"[4.5932, 4.7298, 4.913200000000002, 5.0561, 5.6733, 5.8963]","[4.6561, 4.8340000000000005, 4.9809, 5.1219, 5.7406000000000015, 5.9485]",10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
184,0,0.0,0,1,0,0.0,0.0,0.0,1.0,1.0,1,1656.52783,1667.16942,10.641589999999953,3.3181000000000003,4.3276,1.0095,4.4776,4.6321,0.15450000000000053,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],"[4.6321, 4.9519]","[4.6937000000000015, 5.0609]",10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
185,1,1.0,1,0,0,0.0,1.0,0.0,1.0,1.0,1,1667.20543,1675.8564199999994,8.650990000000093,3.3206,4.3301,1.0094999999999996,4.4801,4.641,0.16089999999999982,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.641, 4.7752, 4.883, 5.0103, 5.1541000000000015, 5.2993000000000015, 5.4524, 5.604, 5.757700000000002, 5.919300000000002, 6.0978, 6.2838]","[4.7006000000000006, 4.8086, 4.9338000000000015, 5.0712, 5.2213, 5.367999999999999, 5.5222000000000016, 5.677300000000002, 5.8321000000000005, 6.0023, 6.1666, 6.3666]",10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
186,0,0.0,0,1,0,0.0,0.0,1.0,1.0,1.0,1,1675.87363,1686.4615199999994,10.587890000000016,3.3321,4.3416000000000015,1.0095000000000014,4.4916,4.5784,0.08680000000000021,dxu,dxu,1,,0,1,1,2,-2.0,-2.0,[],[],"[4.5784, 4.7109000000000005]","[4.6317, 4.7798]",10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
187,1,1.0,1,0,0,0.0,1.0,0.0,1.0,1.0,1,1686.48693,1695.1280199999999,8.641090000000078,3.3206,4.3301,1.0094999999999996,4.4801,4.6311,0.1509999999999998,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.6311, 4.7572, 4.8576000000000015, 4.9799000000000015, 5.1101, 5.2595, 5.405200000000002, 5.5642000000000005, 5.7168, 5.8820000000000014, 6.1178, 6.2258]","[4.6813, 4.7853, 4.9069, 5.037, 5.1796000000000015, 5.3238, 5.4824, 5.6317, 5.7942, 5.9525000000000015, 6.1483, 6.3011]",10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
188,0,0.0,0,1,0,0.0,0.0,1.0,1.0,1.0,1,1695.15333,1705.78692,10.633589999999911,3.3301000000000003,4.3396,1.0094999999999996,4.4896,4.6241,0.13450000000000004,ely,ely,1,,0,1,1,2,0.0,-0.0,[],[],"[4.6241, 5.742999999999999, 7.4332]","[4.6736, 5.7673000000000005, 7.4499]",10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
189,1,1.0,1,0,0,0.0,1.0,0.0,1.0,1.0,1,1705.8007300000006,1714.42762,8.626890000000003,3.3206,4.3301,1.0094999999999996,4.4801,4.6169,0.13680000000000006,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.6169, 4.6175000000000015, 4.7371, 4.8481000000000005, 4.9705, 5.113]","[4.6171000000000015, 4.6675, 4.7744, 4.8987, 5.0351, 5.1806]",10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
190,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,1714.4537300000006,1723.07512,8.62139000000002,3.3206,4.3301,1.0094999999999996,4.4801,4.6114000000000015,0.13130000000000042,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.6114000000000015, 4.721, 4.8361, 4.9701, 5.114, 5.2566000000000015, 5.4269, 5.570200000000002, 5.7614, 5.9116, 6.0815, 6.2411, 6.4137]","[4.6537000000000015, 4.7675, 4.8934000000000015, 5.0427, 5.1766000000000005, 5.3375, 5.489800000000002, 5.6582, 5.8359000000000005, 5.9889, 6.1577, 6.3351000000000015, 6.4845000000000015]",10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
191,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,1723.08213,1731.6653199999994,8.583190000000059,3.3206,4.3301,1.0094999999999996,4.4801,4.5732,0.09309999999999974,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.5732, 4.6705000000000005, 4.7885, 4.9189, 5.0768, 5.2158000000000015, 5.3858000000000015]","[4.6064, 4.7183, 4.8445, 4.9971000000000005, 5.1399, 5.2966000000000015, 5.4588]",10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
192,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,1731.68963,1740.2838199999999,8.594190000000026,3.3206,4.3301,1.0094999999999996,4.4801,4.5842,0.10409999999999986,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.5842, 4.703600000000002, 4.8210000000000015, 4.963, 5.114800000000002, 5.254, 5.4031, 5.5607000000000015, 5.7339, 5.910900000000002, 6.0706000000000016, 6.231400000000002]","[4.6299, 4.7519, 4.8868, 5.0470000000000015, 5.1787, 5.3205, 5.4719000000000015, 5.6345, 5.815, 5.9878, 6.135000000000002, 6.308400000000002]",10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
193,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,1740.2970300000006,1749.1825199999994,8.885490000000116,3.3181000000000003,4.3276,1.0095,4.4776,4.8745,0.3969000000000005,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.8745, 5.0135000000000005, 5.1312000000000015, 5.2609, 5.3968, 5.5367000000000015, 5.6922000000000015, 5.8631, 6.024100000000002, 6.2099, 6.4027, 6.5920000000000005, 6.7503]","[4.9198, 5.0531000000000015, 5.1739000000000015, 5.3104000000000005, 5.4521000000000015, 5.5923, 5.7490000000000006, 5.9213000000000005, 6.0808, 6.2681, 6.457999999999999, 6.6331000000000016, 6.8105]",[6.4434000000000005],[6.4477],10,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220526-072800,2022-05-26,07:28:08.804138,08:46:23.998272,1.0,1.0,1.0,0.0,rest
