Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,StimDur,Delay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
127,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,743.5948099999998,750.692313,7.097502999999961,2.8181000000000003,4.0974,1.2793,3.8253,4.0879,0.26259999999999994,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.2108, 4.3176000000000005, 4.4281000000000015, 4.5604000000000005, 4.6853, 4.8203000000000005, 4.982]","[4.2534, 4.3632, 4.4844, 4.6084000000000005, 4.7337, 4.8745, 5.0278]","[4.0879, 4.9776, 4.9935, 5.1257]","[4.1319, 4.9852, 5.0151, 5.1828]",0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
128,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,750.70791,755.814513,5.106603000000063,2.8206,4.1065000000000005,1.2859000000000005,3.8206,4.0898,0.2692000000000001,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.0898, 4.1908, 4.2858, 4.4029, 4.5328, 4.6749, 4.8273, 4.9868000000000015]","[4.1322, 4.2259, 4.3416000000000015, 4.4663, 4.6024, 4.7496, 4.8948, 5.0483]",0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
129,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,755.82921,760.918114,5.088903999999957,2.8206,4.0888,1.2681999999999998,3.8206,4.0721,0.2514999999999996,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.0721, 4.1849, 4.2844, 4.4037000000000015, 4.5367000000000015, 4.6774, 4.8224, 4.9709]","[4.1191, 4.2258, 4.3433, 4.4684, 4.604, 4.7477, 4.8927000000000005, 5.0369]",0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
130,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,760.9327099999998,768.020214,7.087503999999968,2.8181000000000003,4.0874000000000015,1.2693000000000012,3.8253,4.0779000000000005,0.25260000000000016,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.1792, 4.2873, 4.3876, 4.5055000000000005, 4.6338, 4.7649, 4.9192, 5.0748000000000015]","[4.2179, 4.3267, 4.4394, 4.5624, 4.6854000000000005, 4.8268, 4.9589, 5.1242]",[4.0779000000000005],[4.1011000000000015],0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
131,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,768.0365099999998,773.164313,5.127802999999972,2.8206,4.1277,1.3070999999999997,3.8206,4.1110000000000015,0.29039999999999955,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.111000000000001, 4.2387000000000015, 4.3368, 4.4556, 4.5808, 4.7120000000000015, 4.8566, 5.0338]","[4.1701000000000015, 4.2733, 4.3896000000000015, 4.5146000000000015, 4.6423000000000005, 4.7773, 4.9245, 5.0713]",0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
132,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,773.1786099999998,778.271713,5.093102999999928,2.8206,4.093,1.2723999999999998,3.8206,4.0763,0.2556999999999996,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[0.0203, 4.0763, 4.1752, 4.2679, 4.3831, 4.5049, 4.6331000000000016, 4.7696000000000005, 4.9033000000000015, 5.0393]","[0.0439, 4.1059, 4.2071000000000005, 4.3204, 4.4415, 4.565, 4.697, 4.8327, 4.9701]",0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
133,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,778.28701,785.446914,7.159903999999982,2.8181000000000003,4.1598000000000015,1.3417000000000012,3.8253,4.1503000000000005,0.3250000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.2784, 4.3848, 4.492, 4.6191, 4.7381, 4.8853, 5.0358, 5.2014000000000005]","[4.3204, 4.4307, 4.5463000000000005, 4.67, 4.8024, 4.9461, 5.091, 5.2253]",[4.1503000000000005],[4.2105000000000015],0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
134,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,785.45821,790.615514,5.157303999999954,2.8206,4.1572000000000005,1.3366000000000002,3.8206,4.1405,0.3199000000000001,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1405, 4.2766, 4.3726, 4.4765000000000015, 4.6005, 4.7341000000000015, 4.8758, 5.0207000000000015]","[4.2018, 4.303999999999999, 4.4097, 4.5286, 4.6588, 4.7952, 4.9413, 5.0825000000000005]",0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
135,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,790.6298099999998,797.746613,7.1168030000000035,2.8181000000000003,4.1167,1.2985999999999995,3.8253,4.1072000000000015,0.28190000000000026,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.2283, 4.3308, 4.4313, 4.5534, 4.6847, 4.8357, 5.0072]","[4.2657, 4.3693, 4.4836, 4.6046000000000005, 4.7454, 4.8849, 5.0546000000000015]",[4.1072000000000015],"[0.042800000000000005, 4.1591000000000005]",0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
136,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,797.76311,802.941113,5.178002999999991,2.8181000000000003,4.1779,1.3598,3.8253,4.1612,0.33589999999999964,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.1612, 4.2726000000000015, 4.3655, 4.4748, 4.5957, 4.7239, 4.8559, 4.9895000000000005, 5.1484000000000005]","[4.2036, 4.2998, 4.4048, 4.5223, 4.6467, 4.7789, 4.9103, 5.0551]",[],[],0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
137,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,802.95611,808.049713,5.09360300000003,2.8206,4.0935000000000015,1.2729000000000013,3.8206,4.0768,0.2562000000000002,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[0.0127],"[4.0768, 4.167, 4.2592, 4.3596, 4.4744, 4.5916000000000015, 4.727, 4.8592, 5.0027]","[4.0979, 4.1942, 4.2991, 4.4110000000000005, 4.5296, 4.6591000000000005, 4.7908, 4.9224000000000006, 5.0695000000000014]",0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
138,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,808.06471,813.231014,5.166303999999968,2.8181000000000003,4.1662,1.3480999999999996,3.8253,4.1495000000000015,0.3242000000000003,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.1495000000000015, 4.2507, 4.3562, 4.4736, 4.6065000000000005, 4.7327, 4.8914, 5.0329000000000015]","[4.1831000000000005, 4.2933, 4.4097, 4.5321, 4.6582, 4.8004000000000016, 4.9474, 5.0982]",[],[],0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
139,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,813.24191,818.415613,5.173703000000046,2.8181000000000003,4.1736,1.3555,3.8253,4.1569,0.3315999999999999,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.1569, 4.2829000000000015, 4.3811, 4.4749, 4.5872, 4.7074, 4.83, 4.9620000000000015, 5.1108]","[4.2076, 4.3206, 4.4112, 4.5193, 4.6379, 4.7581000000000016, 4.8835000000000015, 5.0274, 5.1640000000000015]",[4.1899000000000015],[4.194],0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
140,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,818.42921,825.5789139999998,7.1497040000000425,2.8206,4.1496,1.3290000000000002,3.8206,4.1401,0.3195000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.1401, 4.2566000000000015, 4.5356000000000005]","[4.1842000000000015, 4.3078, 4.5724]",[4.3854000000000015],[4.4347],0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
141,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,825.5935099999998,830.7569139999998,5.163404000000014,2.8181000000000003,4.1633,1.3451999999999993,3.8253,4.1466,0.3212999999999999,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.1466, 4.1529, 4.2608000000000015, 4.3498, 4.4504, 4.5600000000000005, 4.6812000000000005, 4.8031000000000015, 4.9402, 5.0715]","[4.149, 4.1874, 4.276, 4.3769, 4.4879, 4.6044, 4.7250000000000005, 4.8574, 4.9916, 5.1311]",[],[],0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
142,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,830.77351,835.876013,5.102502999999956,2.8181000000000003,4.1024,1.2843,3.8253,4.0857,0.2603999999999997,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.0857, 4.2132000000000005, 4.3183, 4.4158, 4.5403, 4.6618, 4.7824, 4.9321, 5.0626000000000015]","[4.1277, 4.2495, 4.3493, 4.4632000000000005, 4.5911, 4.7139000000000015, 4.8450000000000015, 4.9853000000000005]",[],[],0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
143,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,835.8920099999998,841.0439130000002,5.151902999999948,2.8181000000000003,4.1518000000000015,1.3337000000000012,3.8253,4.1351,0.3098000000000001,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.1351, 4.2353000000000005, 4.3326, 4.4472000000000005, 4.5728, 4.6992, 4.8647, 4.9940000000000015, 5.1484000000000005]","[0.0075000000000000015, 4.1688, 4.2719000000000005, 4.3794, 4.5033, 4.6271, 4.7595, 4.9061, 5.0502]",[],[],0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
144,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,841.05981,848.272014,7.212204000000042,2.8206,4.2121,1.3915000000000002,3.8206,4.2026,0.3820000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.2026, 4.3295]","[0.0243, 4.2438, 4.3735]",[4.4658000000000015],[4.5226000000000015],0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
145,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,848.2878099999998,853.3781130000001,5.090302999999949,2.8206,4.0902,1.2696,3.8206,4.0735,0.2528999999999999,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.0735, 4.1827000000000005, 4.2884, 4.4145, 4.5452, 4.6894, 4.8343, 4.9819]","[4.1212, 4.2295, 4.3500000000000005, 4.4754000000000005, 4.6135, 4.7591, 4.9019, 5.0522]",0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
146,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,853.39411,860.5173130000002,7.1232029999999895,2.8181000000000003,4.1231,1.3049999999999995,3.8181,4.1136,0.29549999999999965,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[4.3759000000000015],[4.4226],"[4.1136, 4.231]","[4.1505, 4.284]",0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
147,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,860.5341099999998,867.6457130000001,7.1116029999999455,2.8181000000000003,4.1115,1.2934,3.8181,4.102,0.28390000000000004,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.2054, 4.4832]","[4.2421, 4.508]","[4.102, 4.3202]","[4.1276, 4.3637000000000015]",0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
148,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,867.66161,872.760114,5.098504000000048,2.8206,4.0984,1.2777999999999996,3.8206,4.0817000000000005,0.26110000000000033,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.0817000000000005, 4.1997, 4.3086, 4.4406, 4.5849, 4.7356, 4.8795, 5.0438]","[4.1413, 4.2525, 4.378, 4.5098, 4.6579000000000015, 4.8111000000000015, 4.9539]",0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
149,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,872.7742099999998,879.8735140000001,7.099303999999961,2.8181000000000003,4.0992000000000015,1.2811000000000012,3.8181,4.0897000000000014,0.2716000000000003,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[4.4067],[4.4336],"[4.0897000000000014, 4.2188, 4.369, 4.3891]","[4.1509, 4.2852000000000015, 4.3765, 4.4356]",0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
150,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,879.88851,886.971714,7.0832040000000225,2.8181000000000003,4.0831,1.2649999999999997,3.8181,4.0736,0.2554999999999996,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.3669, 4.5185]","[4.3918, 4.5547]","[4.0736, 4.1893, 4.3292]","[4.1219, 4.2481, 4.3942000000000005]",0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
151,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,887.04561,894.144314,7.098703999999998,2.8181000000000003,4.0986,1.2805,3.8181,4.0891,0.2709999999999999,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[4.3557000000000015],[4.402],"[4.0891, 4.2093]","[4.1336, 4.2672]",0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
152,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,894.16031,899.2505140000002,5.090203999999972,2.8206,4.0901000000000005,1.2695000000000003,3.8206,4.0734,0.2528000000000001,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.0734, 4.1895, 4.2901, 4.3994, 4.5138, 4.6425, 4.7777, 4.9177, 5.0635]","[4.1047, 4.2257, 4.3409, 4.4516, 4.5732, 4.707, 4.8435000000000015, 4.9844]",0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
153,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,899.26641,906.347414,7.081004000000008,2.8181000000000003,4.0809000000000015,1.2628000000000013,3.8181,4.0714000000000015,0.2533000000000003,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],"[4.0714000000000015, 4.1702, 4.2636, 4.2927, 4.4347, 4.6277]","[0.0118, 4.1036, 4.2331, 4.269, 4.3622000000000005, 4.5091, 4.6658]",0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
154,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,906.36251,913.450113,7.0876029999999455,2.8181000000000003,4.0875,1.2694,3.8181,4.078,0.2599,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],"[4.078, 4.2138]","[4.1263000000000005, 4.2705]",0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
155,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,913.46741,920.578814,7.111403999999991,2.8181000000000003,4.1113,1.2931999999999997,3.8181,4.1018,0.2836999999999996,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[4.3514],[4.4008],"[4.1018, 4.221, 4.492]","[4.1493, 4.2757000000000005, 4.5575]",0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
156,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,920.59181,925.680913,5.089103000000023,2.8206,4.089,1.2683999999999993,3.8206,4.0723,0.25170000000000003,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.0723, 4.1266, 4.1411, 4.1831000000000005, 4.2742, 4.3857, 4.5076, 4.6441, 4.7911, 4.9385, 5.0761]","[4.1125, 4.1273, 4.1471, 4.2156, 4.3256000000000006, 4.4431, 4.5721, 4.7132000000000005, 4.8602, 5.0026]",0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
157,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,925.69341,930.833613,5.140203000000041,2.8206,4.1401,1.3195,3.8206,4.1234,0.3028,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1234, 4.1299, 4.2434, 4.3491, 4.468, 4.5995, 4.7278, 4.8643, 5.0125]","[0.0285, 4.1273, 4.1849, 4.2890000000000015, 4.4068000000000005, 4.5325000000000015, 4.6624, 4.7944, 4.9364, 5.0826]",0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
158,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,930.84671,937.986714,7.140003999999976,2.8181000000000003,4.1399,1.3217999999999996,3.8181,4.1304,0.3122999999999996,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[4.4913],[4.5188000000000015],"[0.0394, 4.1304, 4.2849, 4.4816]","[0.051, 4.198, 4.3452, 4.5194]",0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
159,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,938.00231,943.105713,5.103403000000071,2.8206,4.1033,1.2826999999999995,3.8206,4.0866,0.2659999999999996,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.0866, 4.2037, 4.3146, 4.4366, 4.5691000000000015, 4.7049, 4.8437, 4.9893]","[4.1474, 4.2549, 4.3741, 4.5024000000000015, 4.6308, 4.7676, 4.9057, 5.0534]",0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
160,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,943.12161,948.221614,5.100004000000013,2.8206,4.0999,1.2792999999999997,3.8206,4.0832000000000015,0.2626000000000004,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.0832000000000015, 4.1846000000000005, 4.2818000000000005, 4.391, 4.5146000000000015, 4.6441, 4.7881, 4.9243000000000015, 5.0767000000000015]","[4.1188, 4.2236, 4.3324, 4.4507, 4.5785, 4.7125, 4.8545, 4.9936]",0.0072,0.0072,20,0.5,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230322-101137,2023-03-22,10:11:49.958116,10:40:24.385763
