Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,StimDur,Delay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,AWTrials,BlockLen
102,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,613.392332,618.528236,5.135903999999981,2.8206,4.1358000000000015,1.3152000000000013,3.8206,4.1181,0.2974999999999999,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1181, 4.2457, 4.351, 4.4691, 4.5856, 4.7101000000000015, 4.8366, 5.0777]","[4.1584, 4.277, 4.3897, 4.5068, 4.6265, 4.7512, 4.8747, 5.1154]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
103,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,618.5393320000002,625.639536,7.100204000000076,2.8181000000000003,4.1001,1.2819999999999998,3.8181,4.0906,0.2725,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.5077, 4.6758000000000015, 4.8143]","[4.527, 4.7065, 4.8596]","[4.0906, 4.1934000000000005, 4.3186]","[4.1035, 4.2268, 4.3487]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
104,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,625.652732,632.789436,7.136704000000008,2.8181000000000003,4.1366000000000005,1.3185000000000002,3.8181,4.1271,0.30900000000000016,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[4.5639],[4.6046000000000005],"[4.1271, 4.2683]","[4.1649, 4.3042]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
105,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,632.829932,638.0473360000002,5.217403999999988,2.8181000000000003,4.2173,1.3991999999999996,3.8181,4.2006000000000006,0.3825000000000003,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.2006000000000006, 4.2868, 4.3739, 4.4842, 4.5969999999999995, 4.7282, 4.8534000000000015, 4.9806, 5.1103000000000005]","[4.2327, 4.3057, 4.4166, 4.5255, 4.6464, 4.7735, 4.8963, 5.0285, 5.1574]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
106,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,638.069232,643.159036,5.089803999999958,2.8181000000000003,4.0897000000000014,1.2716000000000012,3.8181,4.073,0.2549000000000001,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[0.0005, 0.0134, 4.073, 4.1647, 4.2692000000000005, 4.3768, 4.4934, 4.6054, 4.7277000000000005, 4.8498, 4.9843]","[0.0061, 0.038700000000000005, 4.0952, 4.2033000000000005, 4.3117, 4.4244, 4.5334, 4.6506, 4.7657, 4.9004, 5.0165000000000015]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
107,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,643.1860320000002,650.276936,7.090904000000022,2.8206,4.0908,1.2701999999999996,3.8206,4.0813000000000015,0.2607000000000004,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.0813000000000015, 4.1835, 4.2872, 4.4289000000000005, 4.6125]","[0.0322, 4.1185, 4.2194, 4.3413, 4.4629, 4.6371]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
108,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,650.289032,655.4119360000002,5.1229039999999495,2.8181000000000003,4.1228,1.3046999999999995,3.8181,4.1061000000000005,0.28800000000000026,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.1061000000000005, 4.2243, 4.3387, 4.4503, 4.5661000000000005, 4.6978, 4.8373, 4.9684]","[4.1385000000000005, 4.2621, 4.3758, 4.4926, 4.6159, 4.7406000000000015, 4.8607000000000005, 4.9924]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
109,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,655.440632,662.523136,7.082503999999973,2.8206,4.0824,1.2617999999999996,3.8206,4.0729000000000015,0.2523000000000004,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.0729000000000015, 4.1944]","[0.0161, 4.1093, 4.2236]","[4.4986000000000015, 4.6501]","[4.5389, 4.6821]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
110,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,662.5338320000002,667.696036,5.162204000000088,2.8181000000000003,4.1621000000000015,1.3440000000000012,3.8181,4.1454,0.3273000000000001,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.1454, 4.2778, 4.3823, 4.4958, 4.6095000000000015, 4.7245, 4.8468, 4.9783, 5.1035]","[4.1892000000000005, 4.3073000000000015, 4.4229, 4.538, 4.6512, 4.768, 4.8933, 5.0204, 5.1443]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
111,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,667.7082320000002,672.850136,5.141904000000069,2.8206,4.1418,1.3211999999999997,3.8206,4.1241,0.3035000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[4.8962],[4.9333],"[4.1241, 4.2354, 4.3327, 4.44, 4.5462, 4.6585, 4.7748]","[4.1567, 4.2625, 4.3683000000000005, 4.4726, 4.5806, 4.6922000000000015, 4.8115000000000006]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
112,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,672.876032,680.059336,7.183304000000023,2.8181000000000003,4.1832,1.3651,3.8181,4.1737,0.3555999999999999,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.4164, 4.5624, 4.7097000000000016]","[4.4597, 4.5878000000000005, 4.7238000000000016]","[4.1737, 4.2937]","[4.2072, 4.3278]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
113,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,680.072132,685.238836,5.1667039999999815,2.8181000000000003,4.1666,1.3484999999999996,3.8253,4.1499000000000015,0.3246000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.1499000000000015, 4.2508, 4.3376, 4.4432, 4.5536, 4.6642, 4.7992, 4.9153, 5.0479]","[4.1814, 4.2709, 4.3706000000000005, 4.4787, 4.5917, 4.7109000000000005, 4.8272, 4.9599, 5.0849]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
114,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,685.249532,692.395136,7.145603999999935,2.8206,4.1455,1.3249,3.8206,4.136,0.3153999999999999,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.136, 4.409, 5.0993]","[0.0166, 4.1781000000000015, 4.4629, 5.1331000000000016]","[4.2634, 4.5883, 4.7675]","[4.3004, 4.6314, 4.8023]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
115,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,692.4156320000003,697.559936,5.144304000000034,2.8181000000000003,4.1442000000000005,1.3261000000000005,3.8253,4.1275,0.3022,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.1275, 4.2347, 4.3359000000000005, 4.4442, 4.5581000000000005, 4.6822, 4.8146, 4.9331000000000005, 5.0663]","[4.1643, 4.268, 4.3742, 4.4852, 4.6021, 4.7268, 4.8431000000000015, 4.9826000000000015, 5.1051]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
116,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,697.5759320000003,702.673536,5.097604000000047,2.8181000000000003,4.0975,1.2794,3.8181,4.0808,0.2626999999999997,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.0808, 4.1888000000000005, 4.2974000000000006, 4.4068000000000005, 4.5287000000000015, 4.6506, 4.769, 4.8953000000000015, 5.027]","[4.1109, 4.2248, 4.3326, 4.4545, 4.5713, 4.6846000000000005, 4.8099, 4.9419, 5.0699000000000005]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
117,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,702.7123320000003,707.8033360000003,5.091003999999998,2.8181000000000003,4.0909,1.2728000000000002,3.8181,4.0742,0.2561,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.0742, 4.1587000000000005, 4.2414000000000005, 4.3557000000000015, 4.4629, 4.583, 4.7069, 4.8184000000000005, 4.9447, 5.0724]","[4.0977000000000015, 4.1778, 4.282, 4.3916, 4.5118, 4.628, 4.7356, 4.8637000000000015, 4.989]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
118,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,707.828332,714.927736,7.099403999999938,2.8206,4.0993,1.2787000000000002,3.8206,4.0898,0.2692000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.0898, 4.2041]","[4.1271, 4.2431]","[4.3732000000000015, 4.3875, 4.5472]","[4.3803, 4.4053, 4.5841]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
119,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,714.946732,720.057536,5.11080400000003,2.8181000000000003,4.1107000000000005,1.2926000000000002,3.8181,4.093999999999999,0.27590000000000003,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.093999999999999, 4.2208000000000006, 4.3241000000000005, 4.4431, 4.5591, 4.6842000000000015, 4.806, 4.9363, 5.0721]","[4.1311, 4.2542, 4.3635, 4.4821, 4.6051, 4.7282, 4.8488000000000016, 4.9763]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
120,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,720.071332,725.187236,5.1159040000000005,2.8181000000000003,4.1158,1.2977,3.8181,4.0991,0.2809999999999997,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.0991, 4.2136000000000005, 4.3087, 4.415, 4.5386000000000015, 4.6563, 4.7735, 4.9105, 5.042]","[4.1331, 4.2433000000000005, 4.3472, 4.4607, 4.5816, 4.6847, 4.8267000000000015, 4.9482, 5.0745000000000005]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
121,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,725.218332,730.3010360000003,5.0827039999999215,2.8181000000000003,4.0826,1.2645,3.8181,4.0659,0.2477999999999998,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.0659, 4.1651, 4.2693, 4.3843000000000005, 4.4974, 4.6107000000000005, 4.7339, 4.8563, 4.982]","[4.0852, 4.2014000000000005, 4.3152, 4.4283, 4.5404, 4.6602000000000015, 4.7826, 4.9038, 5.0202]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
122,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,730.3124320000003,735.4780360000003,5.16560400000003,2.8181000000000003,4.1655,1.3473999999999997,3.8181,4.1488000000000005,0.3307000000000002,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[0.0117, 4.1488000000000005, 4.2622, 4.3728, 4.4912, 4.6247, 4.7515, 4.8793000000000015, 5.0092, 5.1394]","[0.0465, 4.1844, 4.3069000000000015, 4.421, 4.5427, 4.6602000000000015, 4.796, 4.9179, 5.0457]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
123,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,735.498732,740.583736,5.085004000000026,2.8181000000000003,4.0849,1.2668,3.8181,4.0682,0.25009999999999977,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.0682, 4.1423000000000005, 4.2408, 4.3484, 4.4693000000000005, 4.5956, 4.8839999999999995, 5.0188000000000015]","[4.0836000000000015, 4.1772, 4.2813, 4.3881000000000006, 4.5054, 4.6437, 4.9068000000000005, 5.0371000000000015]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
124,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,740.613632,747.7172360000003,7.103603999999906,2.8206,4.1035,1.2829000000000002,3.8206,4.093999999999999,0.2734000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.093999999999999, 4.2108, 4.5541]","[4.1408000000000005, 4.2477, 4.5902]",[4.3546000000000005],[4.3975],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
125,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,747.751932,752.848036,5.096103999999968,2.8181000000000003,4.096,1.2778999999999998,3.8181,4.0793,0.26119999999999965,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.0793, 4.1891, 4.2857, 4.4049000000000005, 4.5207000000000015, 4.6492, 4.7837000000000005, 4.9117000000000015, 5.0514]","[4.1127, 4.2203, 4.3265, 4.441, 4.5699000000000005, 4.699, 4.8266, 4.9622, 5.0888]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
126,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,752.8712320000003,760.001836,7.130604000000062,2.8206,4.1305000000000005,1.3099000000000005,3.8206,4.121,0.3004000000000002,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.121, 4.9745]","[4.1604, 5.0033]","[4.3537, 4.5233]","[4.3963, 4.5728]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
127,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,760.020532,765.183536,5.163004000000001,2.8181000000000003,4.1629000000000005,1.3448000000000002,3.8181,4.1462,0.3281000000000001,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.1462, 4.2813, 4.3791, 4.4941, 4.6183000000000005, 4.7374, 4.8567, 4.9787, 5.1071]","[4.187, 4.3055, 4.4183, 4.5324, 4.6576, 4.7768000000000015, 4.9021, 5.0297, 5.1567]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
128,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,765.196532,772.385836,7.189303999999992,2.8206,4.1892000000000005,1.3686000000000005,3.8206,4.1797,0.3591000000000002,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.1797, 4.2953, 4.4389, 4.582, 4.7372000000000005]","[4.2239, 4.3419, 4.4887000000000015, 4.6221000000000005, 4.7574000000000005]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
129,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,772.414532,777.556335,5.141802999999982,2.8206,4.1417,1.3211,3.8206,4.1240000000000006,0.30340000000000034,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[5.0673],[5.0864],"[4.1240000000000006, 4.2570000000000014, 4.3496000000000015, 4.4605000000000015, 4.5683, 4.6831000000000005, 4.8038, 4.9281000000000015]","[4.1698, 4.2829000000000015, 4.3845, 4.4963000000000015, 4.6013, 4.7184, 4.8363000000000005, 4.9592]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
130,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,777.568532,784.693936,7.125404000000002,2.8181000000000003,4.1253,1.3072,3.8181,4.1158,0.29769999999999985,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[4.4083000000000006],[4.4322],"[4.1158, 4.2285]","[4.1521, 4.2693]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
131,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,784.7172320000003,789.831436,5.114204000000086,2.8206,4.1141000000000005,1.2935000000000003,3.8206,4.0964,0.2757999999999998,iaa,iaa,1,,0,0,1,1,70.0,70.0,[5.0939000000000005],[],"[4.0964, 4.2082000000000015, 4.3191000000000015, 4.4348, 4.5581000000000005, 4.6806, 4.8362, 4.9494]","[4.1234, 4.2449, 4.3586, 4.4777000000000005, 4.5931000000000015, 4.7201, 4.8580000000000005, 4.9825]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
132,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,789.8422320000003,794.9754360000003,5.133203999999979,2.8206,4.1331,1.3124999999999996,3.8206,4.1154,0.29479999999999995,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[4.6271, 4.7538, 4.8919999999999995]","[0.0025, 4.6381000000000006, 4.803999999999999, 4.9300000000000015]","[4.1154, 4.2243, 4.3315, 4.4575000000000005]","[4.1528, 4.2633, 4.3723, 4.4966]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
133,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,794.9876320000003,802.1646360000003,7.1770040000000135,2.8181000000000003,4.1769,1.3587999999999996,3.8181,4.1674,0.3492999999999995,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[4.285],[4.3335],"[4.1674, 4.4515, 4.601, 4.7397]","[4.2077, 4.4948000000000015, 4.6397, 4.7779]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
134,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,802.192932,809.362236,7.169304000000013,2.8181000000000003,4.1692,1.3510999999999995,3.8181,4.1597,0.3415999999999997,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],"[4.1597, 4.2921000000000005]","[4.2005, 4.3319]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
135,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,809.374232,816.547936,7.1737040000000425,2.8181000000000003,4.1736,1.3555,3.8181,4.1641,0.3460000000000001,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],[4.1641],[4.2061],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,0,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230328-100159,2023-03-28,10:02:10.834775,11:02:53.539491,,
