Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,Evidence,EviRep,Coherence,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Substage,Motor,REC,Progression,CB,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
175,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,1647.383511,1658.130413,10.746902000000093,3.3268,4.7469,1.4201,4.4863,4.7374,0.2511000000000001,ucg,ucg,1.0,-1.0,1.0,[4.7374],[4.7974000000000006],"[4.9376000000000015, 5.1053000000000015]","[4.9588, 5.1287]",10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
176,0,1.0,0,1,0,,0.0,0.0,1.0,0.0,1,1658.1414109999996,1668.831413,10.690002000000051,3.3239,4.69,1.3661000000000003,4.4834000000000005,4.6805,0.19709999999999986,bas,bas,-0.9,0.9,0.04999999999999999,[],[],"[4.6805, 4.835]","[4.7255, 4.9001]",10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
177,1,1.0,1,0,0,,1.0,0.0,1.0,1.0,1,1668.8434109999996,1677.495313,8.651901999999836,3.3245,4.3340000000000005,1.0095000000000005,4.484,4.6374,0.15340000000000042,uba,uba,1.0,1.0,1.0,[],[],"[4.6374, 4.9096, 5.013999999999999, 5.146, 5.2733, 5.6717]","[4.7067000000000005, 4.9332, 5.0535000000000005, 5.1848, 5.3161000000000005, 5.7056]",10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
178,1,1.0,0,1,0,,0.0,1.0,0.0,0.0,1,1677.505812,1688.268513,10.76270099999988,3.3310000000000004,4.7627000000000015,1.4317000000000009,4.4905,4.7532000000000005,0.2627000000000006,tet,tet,0.9,0.9,0.95,"[4.7532000000000005, 4.9693000000000005, 5.1294]","[4.8340000000000005, 5.0319, 5.1727]",[],[],10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
179,0,1.0,0,1,0,,0.0,0.0,1.0,0.0,1,1688.278811,1698.971013,10.69220200000018,3.3218,4.6922000000000015,1.3704000000000014,4.4813,4.6827000000000005,0.20140000000000047,adj,adj,-1.0,1.0,0.0,[],[],"[4.6827000000000005, 4.8643]","[4.7607, 4.9302]",10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
180,0,0.0,0,1,0,,0.0,0.0,1.0,1.0,1,1698.9820109999996,1709.626213,10.644201999999948,3.3240000000000003,4.6442000000000005,1.3202000000000005,4.4835,4.6347000000000005,0.15120000000000022,bcq,bcq,-0.9,-0.9,0.04999999999999999,[],[],"[4.6347000000000005, 4.8131]","[4.7042, 4.8690000000000015]",10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
181,0,0.0,1,0,0,,1.0,0.0,0.0,0.0,1,1709.637211,1718.424313,8.787102000000004,3.3240000000000003,4.3335,1.0094999999999996,4.4835,4.7701,0.2866,bki,bki,-0.9,-0.9,0.04999999999999999,"[4.7701, 4.9519, 5.0592000000000015, 5.1930000000000005, 5.3209, 5.4501, 5.5955, 5.8772]","[4.8511000000000015, 4.9753, 5.1025, 5.2283, 5.3516, 5.4878, 5.6323, 5.9136000000000015]",[],[],10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
182,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,1718.513511,1727.2030129999996,8.689501999999948,3.3184,4.3279000000000005,1.0095000000000005,4.4779,4.6725,0.19460000000000036,baa,baa,-0.9,0.9,0.04999999999999999,"[4.6725, 4.8368, 4.9618, 5.1043, 5.2201, 5.3456, 5.4783, 5.6211, 5.7524000000000015]","[4.721, 4.8747, 5.0083, 5.1314, 5.2577, 5.3787, 5.5162, 5.6606000000000005, 5.7902000000000005]",[],[],10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
183,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,1727.215511,1735.950813,8.73530199999982,3.3285,4.338,1.0095,4.488,4.7183,0.2302999999999997,bot,bot,-0.9,0.9,0.04999999999999999,"[4.7183, 4.8815, 5.0182, 5.1508, 5.2955000000000005, 5.4186000000000005]","[4.7913000000000014, 4.9254000000000016, 5.0506, 5.1893, 5.325, 5.4617]",[],[],10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
184,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,1735.967911,1744.718514,8.750602999999956,3.3248,4.3343,1.0094999999999996,4.4843,4.7336,0.24929999999999986,adt,adt,-1.0,1.0,0.0,"[4.7336, 4.9037000000000015, 5.0342, 5.1707]","[4.8152, 4.9431, 5.0702, 5.2056]",[],[],10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
185,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,1744.730511,1753.5265129999998,8.796002000000044,3.3264,4.3359000000000005,1.0095000000000005,4.4859,4.779,0.2930999999999999,akr,akr,-1.0,1.0,0.0,"[4.779, 4.9565, 5.0963]","[4.8536, 4.9907, 5.1301000000000005]",[],[],10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
186,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,1753.542211,1762.497813,8.955601999999997,3.323,4.3325000000000005,1.0095000000000005,4.4825,4.9386,0.4561000000000002,adn,adn,-1.0,1.0,0.0,"[4.9386, 5.0916000000000015, 5.2250000000000005, 5.3574, 5.493600000000002, 5.6251000000000015]","[5.011, 5.1362000000000005, 5.2638, 5.3931, 5.5288, 5.663200000000002]",[],[],10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
187,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,1762.508511,1771.5120129999998,9.003502000000026,3.3316000000000003,4.3411,1.0094999999999996,4.4911,4.989,0.4978999999999996,uko,uko,1.0,-1.0,1.0,[5.7817],[5.8322],"[4.989, 5.1854000000000005, 5.33, 5.4669, 5.6379, 5.9702, 6.1206000000000005, 6.2542]","[5.0722000000000005, 5.2085, 5.3604, 5.5202, 5.6746, 6.0065, 6.1574, 6.295800000000002]",10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
188,1,1.0,0,1,0,,0.0,1.0,0.0,0.0,1,1771.526411,1782.300313,10.773901999999907,3.3331,4.7739,1.4408000000000003,4.4926,4.7644,0.2717999999999998,uuj,uuj,1.0,1.0,1.0,[4.7644],[4.8415],"[4.9843, 5.1702, 5.1704, 5.1708, 5.1714, 5.1717, 5.1736, 5.355, 5.5456]","[5.0579, 5.1703, 5.1707, 5.171, 5.1715, 5.1718, 5.2597000000000005, 5.4259, 5.5636]",10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
189,1,0.0,1,0,0,,1.0,0.0,1.0,0.0,1,1782.313011,1791.100313,8.787301999999954,3.3277,4.3372,1.0095,4.4872000000000005,4.7728,0.28559999999999963,tgg,tgg,0.9,-0.9,0.95,[],[],"[4.7728, 4.9461, 5.0846, 5.2123, 5.3519000000000005]","[4.8545, 4.9915, 5.1314, 5.2604000000000015, 5.4013]",10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
190,0,0.0,0,1,0,,0.0,1.0,1.0,1.0,1,1791.1133109999996,1801.936813,10.823501999999962,3.3251,4.8235,1.4984000000000002,4.4846,4.814,0.3293999999999997,adu,adu,-1.0,-1.0,0.0,[],[],"[4.814, 4.9382, 5.1307]","[4.8342, 5.0158000000000005, 5.1819000000000015]",10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
191,0,0.0,0,1,0,,0.0,0.0,1.0,1.0,1,1801.947911,1812.631613,10.68370200000004,3.3264,4.6837,1.3573,4.4859,4.6742,0.1882999999999999,bnn,bnn,-0.9,-0.9,0.04999999999999999,[],[],[4.6742],[4.7464],10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
192,1,1.0,1,0,0,,1.0,0.0,1.0,1.0,1,1812.643111,1821.536813,8.893701999999847,3.3322000000000003,4.3417,1.0095,4.4917,4.8792,0.3875000000000002,tit,tit,0.9,0.9,0.95,[],[],"[4.8792, 5.0414, 5.1807, 5.3191000000000015, 5.4503]","[4.9457, 5.0894, 5.2258, 5.3565000000000005, 5.4925000000000015]",10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
193,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,1821.547511,1830.270813,8.723302000000103,3.3243,4.3338,1.0095,4.4838000000000005,4.7063000000000015,0.22250000000000011,ago,ago,-1.0,-1.0,0.0,"[4.7063000000000015, 4.8747, 5.011, 5.1413, 5.2782, 5.6683, 5.8161000000000005]","[4.7788, 4.9221, 5.0513, 5.1791, 5.3148, 5.715400000000002, 5.8501]",[],[],10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
194,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,1830.281411,1841.058413,10.777002000000039,3.3305,4.777,1.4465000000000003,4.49,4.7675,0.27749999999999986,thp,thp,0.9,-0.9,0.95,"[4.7675, 4.9394, 5.0999]","[4.8315, 4.9841000000000015, 5.1303]",[],[],10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
195,0,1.0,0,1,0,,0.0,0.0,1.0,0.0,1,1841.069511,1851.775013,10.705502000000024,3.323,4.7055,1.3824999999999998,4.4825,4.6960000000000015,0.2135000000000007,bbo,bbo,-0.9,0.9,0.04999999999999999,[],[],"[4.6960000000000015, 4.8623]","[4.7544, 4.9437000000000015]",10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
196,0,0.0,0,1,0,,0.0,0.0,1.0,1.0,1,1851.786711,1862.512413,10.725701999999957,3.3243,4.7257,1.4013999999999998,4.4838000000000005,4.7162000000000015,0.23240000000000016,bjk,bjk,-0.9,-0.9,0.04999999999999999,[],[],"[4.7162000000000015, 4.8851, 5.0864]","[4.7652, 4.9525000000000015, 5.1302]",10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
197,0,0.0,1,0,0,,1.0,0.0,0.0,0.0,1,1862.530011,1871.358013,8.82800199999997,3.327,4.3365,1.0095,4.4865,4.811,0.3244999999999996,atk,atk,-1.0,-1.0,0.0,"[4.811, 4.9767, 5.0978, 5.2147000000000014, 5.3626000000000005, 5.4694, 5.608700000000002]","[4.8727, 4.9891000000000005, 5.1240000000000006, 5.2571, 5.3815, 5.5105, 5.6429]",[],[],10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
198,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,1871.371911,1880.042413,8.670501999999942,3.3352,4.3447000000000005,1.0095000000000005,4.4947,4.6560000000000015,0.16130000000000067,tru,tru,0.9,-0.9,0.95,[],[],"[4.6560000000000015, 4.816, 4.9631, 5.0986]","[4.7157, 4.8778000000000015, 5.0125, 5.141100000000002]",10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
199,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,1880.053511,1888.744013,8.690501999999924,3.3282000000000003,4.3377,1.0094999999999996,4.4877,4.676,0.1882999999999999,ukd,ukd,1.0,1.0,1.0,[],[],"[4.676, 4.8631, 5.0047000000000015, 5.136900000000002]","[4.7571, 4.9134, 5.0489999999999995, 5.1796000000000015]",10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
200,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,1888.754511,1897.413713,8.659201999999823,3.3358000000000003,4.3453,1.0094999999999996,4.4953,4.6447,0.14939999999999998,utt,utt,1.0,1.0,1.0,[],[],"[4.6447, 4.7999, 4.9444, 5.0884, 5.227]","[4.7032, 4.8548, 4.9877, 5.1258, 5.2697]",10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
201,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,1897.425811,1906.186414,8.760602999999946,3.3249,4.3344000000000005,1.0095000000000005,4.4844,4.7461,0.2617000000000003,tbc,tbc,0.9,0.9,0.95,[],[],"[4.7461, 4.9143, 5.1074, 5.2583]","[4.8144, 4.9859, 5.1584, 5.3177]",10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
202,0,0.0,0,1,0,,0.0,1.0,1.0,1.0,1,1906.197011,1916.993613,10.796602000000119,3.3258,4.7966000000000015,1.4708000000000014,4.4853000000000005,4.7871000000000015,0.3018000000000001,ari,ari,-1.0,-1.0,0.0,[],[],"[4.7871000000000015, 4.9762]","[4.8623, 5.0440000000000005]",10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
203,1,1.0,1,0,0,,1.0,0.0,1.0,1.0,1,1917.005611,1925.882913,8.877301999999874,3.3268,4.3363000000000005,1.0095000000000005,4.4863,4.8628,0.3765000000000001,tef,tef,0.9,0.9,0.95,[],[],"[4.8628, 5.0643, 5.2314]","[4.9668, 5.1309000000000005, 5.2797]",10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
204,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,1925.894211,1934.684513,8.790301999999883,3.3263000000000003,4.3358,1.0094999999999996,4.4858,4.7733,0.28749999999999964,ahu,ahu,-1.0,-1.0,0.0,"[4.7733, 4.9179, 5.0464, 5.1847, 5.3153000000000015, 5.4460000000000015, 5.7222, 5.8714]","[4.842700000000002, 4.961600000000002, 5.0871, 5.2181000000000015, 5.3500000000000005, 5.4814, 5.7711000000000015, 5.9076]",[],[],10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
205,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,1934.695811,1943.414513,8.718701999999894,3.3234000000000004,4.3329,1.0095,4.4829,4.7017000000000015,0.2188000000000008,blf,blf,-0.9,0.9,0.04999999999999999,"[4.7017000000000015, 4.8655, 4.9987, 5.1317, 5.2717, 5.4081]","[4.7761000000000005, 4.917, 5.0399, 5.1699, 5.3066, 5.4455]",[],[],10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
206,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,1943.424611,1952.153713,8.729102000000013,3.3288,4.3383,1.0095,4.4883000000000015,4.7146,0.2262999999999993,tqa,tqa,0.9,-0.9,0.95,[],[],"[4.7146, 4.8859, 5.0447000000000015]","[4.7936000000000005, 4.9473, 5.0833]",10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
207,1,1.0,0,1,0,,0.0,1.0,0.0,0.0,1,1952.167511,1962.862014,10.694502999999939,3.3327,4.6945000000000014,1.3618000000000017,4.4922,4.6850000000000005,0.19280000000000008,unp,unp,1.0,1.0,1.0,"[4.6850000000000005, 4.9652]","[4.7332, 5.0124]",[],[],10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
208,0,1.0,1,0,0,,1.0,0.0,0.0,1.0,1,1962.875011,1971.757613,8.882601999999906,3.3285,4.338,1.0095,4.488,4.8656000000000015,0.37760000000000016,bnu,bnu,-0.9,0.9,0.04999999999999999,"[4.8656000000000015, 5.0287000000000015, 5.17, 5.2924000000000015, 5.4247000000000005, 5.5621]","[4.9474, 5.0756000000000006, 5.2023, 5.3302000000000005, 5.4605000000000015, 5.5944]",[],[],10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
209,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,1971.767911,1980.545913,8.778002000000015,3.3228,4.3323,1.0095,4.4823,4.761,0.2786999999999997,ael,ael,-1.0,1.0,0.0,"[4.761, 4.9174000000000015, 5.0541, 5.1861000000000015, 5.332000000000001]","[4.8289, 4.9661, 5.0922, 5.2256, 5.3712]",[],[],10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
210,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,1980.558311,1989.246013,8.687701999999945,3.3307,4.3402,1.0095,4.4902000000000015,4.6732000000000005,0.18299999999999986,tmk,tmk,0.9,-0.9,0.95,[],[],"[4.6732000000000005, 4.8355000000000015, 4.9855, 5.1285]","[4.7276, 4.8867, 5.0362, 5.1782]",10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
211,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,1989.261411,1998.023413,8.762001999999939,3.3246,4.3341,1.0095,4.4841000000000015,4.745,0.2608999999999995,ani,ani,-1.0,-1.0,0.0,"[4.745, 4.9227, 5.0392, 5.1908]","[4.8025, 4.949, 5.0916000000000015, 5.2352]",[],[],10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
212,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,1998.034611,2008.841813,10.807201999999961,3.3343000000000003,4.8072,1.4728999999999997,4.4938,4.7977,0.3038999999999996,unu,unu,1.0,-1.0,1.0,[4.7977],[4.8803],[4.9952000000000005],[5.0641],10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
213,0,1.0,1,0,0,,1.0,0.0,0.0,1.0,1,2008.853011,2017.643713,8.79070200000001,3.3219000000000003,4.3314,1.0095,4.4814,4.7737,0.2923,bfg,bfg,-0.9,0.9,0.04999999999999999,"[4.7737, 4.9466, 5.0988000000000016, 5.2443, 5.3749, 5.5139000000000005]","[4.8375, 5.0013000000000005, 5.1429, 5.2796, 5.4125000000000005, 5.5504000000000016]",[],[],10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
214,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,2017.654211,2026.375514,8.721303000000034,3.3313,4.3408,1.0094999999999996,4.4908,4.7068,0.2160000000000002,ulm,ulm,1.0,-1.0,1.0,[],[],"[4.7068, 4.8598, 5.0109, 5.1374]","[4.7674, 4.9183, 5.051, 5.1800000000000015]",10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
215,0,0.0,0,1,0,,0.0,1.0,1.0,1.0,1,2026.386011,2037.124813,10.73880199999985,3.3225,4.7388,1.4163000000000006,4.482,4.7293,0.2473000000000001,bcl,bcl,-0.9,-0.9,0.04999999999999999,[],[],"[4.7293, 4.8932]","[4.792, 4.9505]",10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
216,0,0.0,1,0,0,,1.0,0.0,0.0,0.0,1,2037.135311,2045.882013,8.746701999999914,3.3203,4.3298000000000005,1.0095000000000005,4.4798,4.7297,0.24990000000000026,agb,agb,-1.0,-1.0,0.0,"[4.7297, 4.9271, 5.0207000000000015, 5.16, 5.2873, 5.4387, 5.5988000000000016]","[4.7923, 4.9319999999999995, 5.0691000000000015, 5.1978, 5.3303, 5.4883000000000015, 5.636900000000002]",[],[],10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
217,0,1.0,0,1,0,,0.0,1.0,1.0,0.0,1,2045.893911,2056.782613,10.888701999999967,3.3216,4.8887,1.5671,4.4811000000000005,4.8792,0.39809999999999945,beg,beg,-0.9,0.9,0.04999999999999999,[],[],[4.8792],[4.9497],10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
218,1,1.0,1,0,0,,1.0,0.0,1.0,1.0,1,2056.807711,2065.669513,8.861801999999898,3.3258,4.3353,1.0095,4.4853000000000005,4.8473000000000015,0.3620000000000001,ueb,ueb,1.0,1.0,1.0,[],[],"[4.8473000000000015, 5.2088, 5.3292, 5.4865, 5.6202000000000005]","[4.8882, 5.227600000000002, 5.3889000000000005, 5.5252, 5.6584]",10,0.5,2.0,0.5,4,1,4,1,1,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210923-103344,2021-09-23,10:33:52.924437,11:22:07.980107
