Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,StimDur,Delay,VarDelay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,Wait,TrialLag,K,RewardSize
583,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,4916.325911,4923.452514,7.1266029999997045,2.8181000000000003,4.1265,1.3083999999999998,3.8276,4.1264,0.29879999999999995,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],"[4.1264, 4.2012]","[4.1343000000000005, 4.2398]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
584,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,4923.462911,4930.598715,7.135804000000462,2.8181000000000003,4.1357,1.3175999999999997,3.8276,4.1356,0.30799999999999983,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.8436, 6.0169000000000015]","[4.9015, 6.037000000000001]","[4.1356, 4.2129, 4.4641]","[4.1437, 4.2515, 4.4772]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
585,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,4930.608711,4937.750215,7.141504000000168,2.8181000000000003,4.1414,1.3232999999999997,3.8276,4.1413,0.3136999999999999,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],"[4.1413, 4.6307, 4.7447, 4.8572000000000015, 4.9971000000000005]","[4.1784, 4.6496, 4.7571, 4.8949, 5.024100000000002]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
586,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,4937.759911,4942.904414,5.144502999999531,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1367,0.3066,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1367, 4.24, 4.3556, 4.4698, 4.7146, 4.9786]","[4.1753, 4.2862, 4.4035, 4.5227, 4.7413, 5.0006]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
587,1,1.0,0,1,0,0,0.0,1.0,0.0,0.0,1,4942.9136119999985,4950.477914,7.56430199999977,2.8206,4.5642000000000005,1.7436000000000005,3.8301,4.5641,0.7339999999999995,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[4.5641, 4.623, 4.9577]","[4.567, 4.6304, 4.9647000000000014]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
588,0,1.0,0,1,0,0,0.0,0.0,1.0,0.0,1,4950.489811,4957.633215,7.143403999999464,2.8181000000000003,4.1433,1.3251999999999995,3.8276,4.1432,0.3155999999999999,aaa,aaa,1,,0,1,0,1,-70.0,70.0,[],[],"[4.1432, 5.2596]","[4.1786, 5.2646000000000015]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
589,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,4957.643911,4962.978815,5.334904000000279,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.3277,0.5000999999999998,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.3277, 4.3454000000000015, 4.3865, 4.6398, 4.7459, 4.881, 5.0433, 5.1588]","[4.3444, 4.3469000000000015, 4.3916, 4.667, 4.7992, 4.9368, 5.0807, 5.2209]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
590,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,4963.089811,4968.226514,5.136703000000125,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1289,0.2987999999999995,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.1289, 4.229, 4.3422, 4.3651, 4.4618, 4.5887, 4.8303]","[4.1658, 4.2754, 4.3469999999999995, 4.3937, 4.5177000000000005, 4.6411, 4.8442]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
591,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,4968.237411,4973.375315,5.137904000000162,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1301000000000005,0.3000000000000003,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1301000000000005, 4.2565, 4.3644, 4.4575000000000005, 4.4758, 4.5756000000000006, 4.6959]","[4.1655, 4.2729, 4.3886, 4.4699, 4.5033, 4.6239, 4.7442]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
592,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,4973.385011,4978.504815,5.119803999999932,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.112,0.2818999999999998,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.112, 4.2287, 4.3227, 4.4223, 4.5353, 4.6521]","[4.1367, 4.2448000000000015, 4.3517, 4.4657, 4.5799, 4.6971]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
593,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,4978.524511,4983.656815,5.1323040000006594,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1245,0.2944,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1245, 4.2247, 4.3298000000000005, 4.4412, 4.5576]","[4.1603, 4.2639000000000005, 4.3731, 4.4877, 4.6034000000000015]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
594,1,1.0,0,1,0,0,0.0,1.0,0.0,0.0,1,4983.666111,4991.009414,7.343303000000559,2.8206,4.3432,1.5226000000000002,3.8301,4.3431000000000015,0.5130000000000003,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[4.3431000000000015, 4.4043, 4.5132, 4.5642000000000005]","[4.3561000000000005, 4.4117000000000015, 4.5336, 4.5828000000000015]","[4.7014000000000005, 4.9608, 5.0932, 5.2472, 5.5276000000000005]","[4.7280000000000015, 4.9682, 5.1055, 5.2567, 5.5501000000000005]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
595,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,4991.018811,4996.458415,5.439604000000143,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.4324,0.6048,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.4324, 4.4695, 4.4799, 4.6234, 4.715, 4.8479, 5.0016, 5.2727, 5.4003000000000005]","[4.4516, 4.4753, 4.4891000000000005, 4.6265, 4.7659, 4.9041000000000015, 5.0629, 5.3134000000000015]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
596,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,4996.467711,5003.752115,7.284403999999995,2.8206,4.2843,1.4636999999999998,3.8301,4.2842,0.4541,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.2842, 4.3497, 4.4847]","[0.0072000000000000015, 4.2941, 4.3577, 4.4851]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
597,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,5003.763211,5008.904615,5.141403999999966,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1336,0.3035000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.1336, 4.2415, 4.3514, 4.4651000000000005, 4.5915, 4.8409]","[4.1726, 4.2835, 4.4009, 4.5200000000000005, 4.6365, 4.8464]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
598,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,5008.914611,5014.052614,5.138003000000026,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1302,0.30010000000000003,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1302, 4.2333, 4.2462, 4.3469000000000015, 4.4657, 4.7413]","[4.1417, 4.2419, 4.2781, 4.4003000000000005, 4.5198, 4.7651]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
599,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,5014.063011,5019.198514,5.135502999999517,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1277,0.29759999999999964,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1277, 4.231, 4.3356, 4.4509, 4.5796]","[4.1627, 4.2719000000000005, 4.3824000000000005, 4.4997, 4.6292]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
600,1,1.0,0,1,0,0,0.0,1.0,0.0,0.0,1,5019.210111,5026.467315,7.257203999999549,2.8206,4.2571,1.4365,3.8301,4.2570000000000014,0.4269000000000003,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[4.2570000000000014, 4.3997, 6.0094]","[4.2655, 4.4176, 6.0208]","[4.6513, 4.7804]","[4.6711, 4.816]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
601,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,5026.477311,5031.635714,5.158403000000362,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1506,0.3204999999999996,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.1506, 4.258, 4.3691, 4.4833, 4.6001, 4.7242000000000015, 4.985]","[4.1899000000000015, 4.2985, 4.415, 4.5328, 4.6508, 4.7727, 4.9949]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
602,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,5031.646911,5037.042815,5.395903999999971,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.3881000000000006,0.5580000000000003,iaa,iaa,1,,0,0,1,1,70.0,70.0,[5.3481000000000005],[5.3951],"[4.3881000000000006, 4.5161, 4.6308, 4.7521, 4.8693, 4.976]","[4.3964, 4.5235, 4.6825, 4.7984, 4.9142, 5.0229]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
603,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,5037.052811,5044.166015,7.113204000000224,2.8181000000000003,4.1131,1.295,3.8276,4.113,0.2854000000000001,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],"[4.113, 4.2271]","[4.1313, 4.2682]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
604,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,5044.175911,5051.365514,7.189602999999808,2.8181000000000003,4.1895,1.3713999999999995,3.8276,4.1894,0.3617999999999997,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],[4.1894],[4.2301],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
605,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,5051.374811,5056.5669149999985,5.192104000000653,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1843,0.3542000000000001,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1843, 4.2973, 4.4041000000000015, 4.5219000000000005, 4.6394, 5.0016, 5.1317]","[4.2277000000000005, 4.3379, 4.4524, 4.569, 4.6880000000000015, 5.0155, 5.1379]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
606,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,5056.577411,5061.729315,5.1519039999993765,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1441,0.3139999999999996,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1441, 4.2465, 4.3469999999999995, 4.455, 4.5781]","[4.1839, 4.2847, 4.3911, 4.5085000000000015, 4.6283]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
607,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,5061.738911,5068.892615,7.1537039999993794,2.8181000000000003,4.1536,1.3354999999999997,3.8276,4.1535,0.32589999999999986,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],[4.1535],[4.1955],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
608,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,5068.909011,5074.427914,5.518903000000137,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.5117,0.6840999999999999,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.5117, 4.698, 4.8259, 4.9732]","[4.5294, 4.7342, 4.8751000000000015, 5.0209]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
609,0,1.0,0,1,0,0,0.0,1.0,1.0,0.0,1,5074.437111,5081.582214,7.1451029999998354,2.8181000000000003,4.1450000000000005,1.3269000000000002,3.8276,4.1449,0.3172999999999995,aaa,aaa,1,,0,1,0,1,-70.0,70.0,[],[],"[4.1449, 4.5201, 4.6416, 4.7774, 4.9082, 5.0526]","[4.1887, 4.5284, 4.6616, 4.7947000000000015, 4.9319999999999995, 5.0682]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
610,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,5081.591511,5086.956915,5.365404000000126,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.3582,0.5305999999999997,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.3582, 4.4155000000000015, 4.4961, 4.6370000000000005, 4.7671, 4.9047]","[4.3968, 4.4193, 4.5492, 4.6885, 4.8238, 4.9587]",[0.08650000000000001],[0.08660000000000001],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
611,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,5086.966111,5092.102614,5.13650300000063,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1287,0.2986,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.1287, 4.2409, 4.3318, 4.4456, 4.5657000000000005, 4.6881]","[4.1637, 4.2663, 4.3767000000000005, 4.4983, 4.6153, 4.7359]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
612,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,5092.112911,5097.245114,5.132203000000118,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1244000000000005,0.29430000000000023,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1244000000000005, 4.1972000000000005, 4.308, 4.418, 4.5391]","[4.1264, 4.2366, 4.3514, 4.4657, 4.5908000000000015]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
613,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,5097.254911,5102.402714,5.14780299999984,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1400000000000015,0.3099000000000003,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1400000000000015, 4.2454, 4.3617, 4.4726, 4.5996000000000015]","[4.1825, 4.2885, 4.4082, 4.5252, 4.6351]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
614,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,5102.412711,5107.535815,5.12310400000024,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1153,0.2852000000000001,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1153, 4.2155000000000005, 4.3253, 4.4384000000000015, 4.5468, 4.7786]","[4.1456, 4.2549, 4.3695, 4.4829, 4.5943000000000005, 4.7967]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
615,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,5107.545711,5112.673513000002,5.127801999999974,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.12,0.2898999999999998,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.12, 4.2386, 4.3383, 4.4506000000000006, 4.5688, 4.6918000000000015, 4.6997]","[4.1593, 4.2667, 4.3795, 4.4965, 4.6145000000000005, 4.6966, 4.7143000000000015]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
616,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,5112.68311,5120.129213,7.446103000000223,2.8181000000000003,4.4460000000000015,1.6279000000000012,3.8276,4.4459,0.6182999999999996,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[4.7535],[4.7585000000000015],"[4.4459, 4.5278, 4.9018000000000015, 5.005, 5.136900000000002, 5.4332, 5.9801, 6.1295, 6.3134000000000015]","[4.4513, 4.5757, 4.908, 5.0563, 5.1800000000000015, 5.4571000000000005, 6.0008, 6.1364, 6.3199000000000005]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240514-125008,2024-05-14,12:50:20.453621,14:28:32.326362,25.0,,,
